,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,TenureByAge,BalanceSalaryRatio,CreditScoreGivenAge,BalanceAge,EstimatedSalaryAge,CreditScoreSalaryRatio,TenureSalaryRatio,NumOfProductsSalaryRatio,HasCrCard,IsActiveMember,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female
10,0,0.5570032573289903,0.1320754716981132,0.4,0.0,0.3333333333333333,0.8837804932019709,0.3847619047619048,0.013483337063636715,0.5266513455408111,0.19188619809716476,0.700636745036874,0.12911706921377902,0.14977299907767913,0.13499250302676888,1,1,1,-1,-1,1,-1
11,0,0.20195439739413681,0.24528301886792453,0.2,0.0,0.3333333333333333,0.9007401372317678,0.1983739837398374,0.01139196222741049,0.25481286468287623,0.13794129773352024,0.5771867569269398,0.03931977596342542,0.0773846496596644,0.13227836307537735,1,1,-1,1,-1,-1,1
12,0,0.8241042345276873,0.18867924528301888,0.8,0.6404210612460725,0.0,0.15438856345439128,0.5824561403508771,0.6569006778477103,0.5664108376806053,0.6022175185281173,0.2418711300532254,0.6745266870913225,0.6591467557367825,0.11949715991700037,1,-1,-1,-1,1,1,-1
13,0,0.3127035830618892,0.18867924528301888,0.6,0.0,0.3333333333333333,0.33960542806537486,0.46315789473684205,0.1176261527013904,0.35200611804550297,0.1627843439536197,0.3403110719396893,0.29787745119859027,0.4075808921131457,0.2701467430399424,1,-1,1,-1,-1,1,-1
14,1,0.8664495114006515,0.3584905660377358,0.4,0.32607544594204413,0.0,0.821088108369217,0.2524822695035461,0.15520667491531176,0.39797281630579995,0.27866644076347236,0.44374080772843866,0.22702204626703795,0.16151137836809037,0.014024775425987037,1,-1,1,-1,-1,-1,1
15,0,0.4820846905537459,0.24528301886792453,0.6,0.5389311474635036,0.0,0.610114863573318,0.4195121951219512,0.31181791863903774,0.3636639791410888,0.4806777198463592,0.434026015272722,0.21015167127020884,0.29444887967317435,0.03558393766357923,1,1,1,-1,-1,1,-1
16,0,0.5993485342019544,0.4528301886792453,0.8,0.19575178343908134,0.0,0.20925419892109123,0.38974358974358975,0.2971089600549582,0.24054927946988142,0.1695298518921225,0.1442083665099542,0.51546892109841,0.6102500195691665,0.10482553663184942,1,-1,-1,1,-1,-1,1
17,0,1.0,0.16981132075471697,0.6,0.5260967459448117,0.3333333333333333,0.893764612772705,0.4792792792792793,0.21779808477676788,0.6679476570498885,0.5427051091022742,0.6574021218332093,0.23205787604955314,0.2176713257551879,0.1333875970896323,1,1,-1,1,-1,1,-1
18,0,0.742671009771987,0.6792452830188679,0.4,0.5441491723410503,0.0,0.8770215414515458,0.15,0.22922474531347267,0.15834198235599375,0.24654507296642372,0.29039123738516115,0.17613480952421265,0.15099298138409545,0.009290657050974255,-1,-1,-1,-1,1,1,-1
19,0,0.23778501628664495,0.2641509433962264,0.8,0.4527711295670604,0.0,0.059699326458876184,0.5142857142857142,0.6082828776214209,0.2530951145377715,0.4115356314677869,0.15425278893524902,0.5076675827089727,0.7606647865911329,0.14995797227551122,-1,-1,-1,-1,1,1,-1
20,0,0.8338762214983714,0.22641509433962265,0.2,0.0,0.3333333333333333,0.7212678637173858,0.20666666666666667,0.03609568255432317,0.5225739491437468,0.14580826236988503,0.5059996237229561,0.25980863174940827,0.10409652836913444,0.16433830428049573,-1,-1,-1,1,-1,-1,1
21,0,0.9283387622149837,0.41509433962264153,0.8,0.0,0.3333333333333333,0.7891300980509398,0.4106666666666666,0.026043622378948923,0.37052413077322255,0.08129915235169348,0.39220607904200994,0.2555751344695991,0.3171895483683784,0.15129296317607413,-1,-1,-1,1,-1,1,-1
22,0,0.7882736156351792,0.39622641509433965,0.8,0.0,0.3333333333333333,0.5658119734576023,0.42176870748299317,0.06325998482763318,0.3404678944748631,0.08656520214909688,0.31224699174142306,0.32290695230651995,0.39767288825252683,0.1995915342489238,1,-1,-1,1,-1,1,-1
23,0,0.7915309446254072,0.41509433962264153,0.6,0.0,0.3333333333333333,0.050428248990818235,0.32,0.23636438712307115,0.32693305656460814,0.08129915235169348,0.09382340688803985,0.8048098783871577,0.6215649448574354,0.4242425943523263,-1,1,1,-1,-1,1,-1
24,0,0.5570032573289903,0.3018867924528302,1.0,0.5984441957770008,0.0,0.034626798141994486,0.5878787878787879,0.7617174665085362,0.3395291786573572,0.4711211181499508,0.12664069872456837,0.7066764381948575,0.9458696602658831,0.1593809116450626,-1,-1,1,-1,-1,1,-1
25,0,0.6677524429967426,0.22641509433962265,0.4,0.5467534664247803,0.0,0.18628042493448682,0.32,0.5593577541566078,0.4564089257913855,0.5022121108684253,0.23587883386038433,0.5684165207218403,0.37640045160999025,0.11074201397211814,1,1,-1,1,-1,1,-1
26,0,0.7687296416938111,0.2830188679245283,0.6,0.0,0.0,0.4756638188924848,0.3937984496124031,0.08236875131700731,0.434896996174316,0.12330508445656241,0.3413857130113136,0.3695440474530731,0.3440417829609142,0.053440550231594365,1,1,1,-1,-1,1,-1
27,0,0.4495114006514658,0.20754716981132076,0.2,0.44867773849163467,0.0,0.828154146096183,0.21538461538461542,0.20361798111533616,0.38891328356818755,0.4540506801761138,0.5794546369992695,0.12015959601630047,0.08742087420809018,0.01340730068717396,-1,-1,-1,1,-1,1,-1
28,0,0.5602605863192183,0.16981132075471697,0.2,0.44788497554425033,0.3333333333333333,0.6558446618122994,0.23423423423423426,0.25298485368259954,0.47860418799702653,0.48758866082011787,0.5275337024646949,0.21281277154246434,0.11562289154627103,0.17817239396722495,1,1,-1,-1,1,-1,1
29,0,0.6644951140065146,0.2830188679245283,0.2,0.39881590699432296,0.3333333333333333,0.5460013380426914,0.18294573643410852,0.2673456375568123,0.3962781042951449,0.3651376858599525,0.37442213523400386,0.29584104323103366,0.13774850962956964,0.2047278460412858,1,-1,-1,-1,1,-1,1
30,0,0.7003257328990228,0.18867924528301888,0.6,0.4085337358817103,0.0,0.5314316444742416,0.46315789473684205,0.27768721364555715,0.514516701717969,0.4431050381699833,0.4422637836177019,0.31483286489328616,0.32213224630482135,0.04555171772379289,-1,-1,-1,-1,1,1,-1
31,0,0.6612377850162866,0.20754716981132076,0.4,0.5711201620703412,0.0,0.3326038913407641,0.3316239316239316,0.46686167299818004,0.4754035101725813,0.5359118867208337,0.3228304929208035,0.43217457412498944,0.30290414086343254,0.07766280658620538,1,-1,-1,1,-1,1,-1
32,0,0.4592833876221498,0.5471698113207547,0.4,0.5899651135137098,0.0,0.37436899658097605,0.1847953216374269,0.4521238303177717,0.14625042107084002,0.3194852500627869,0.17251641074061383,0.3287014743138252,0.28567885971530327,0.06991005489579065,1,1,1,-1,-1,-1,1
33,0,0.42996742671009774,0.20754716981132076,0.6,0.0,0.0,0.3729469142626312,0.44786324786324777,0.10814101980747867,0.3809295703431666,0.15407866109016605,0.3437224077720467,0.31913151309626764,0.39048726437526515,0.07016388990660875,-1,-1,-1,1,-1,1,-1
34,0,0.6710097719869706,0.07547169811320754,0.8,0.0,0.3333333333333333,0.561190853287056,0.7166666666666667,0.06417186848534588,0.6691748832381941,0.2264446498926245,0.5814752014021979,0.2898357793369619,0.3996449090930828,0.20077495666730058,1,1,-1,1,-1,1,-1
35,0,0.6026058631921825,0.2641509433962264,0.8,0.5787979169770935,0.0,0.7956822464051286,0.5142857142857142,0.2663252577047312,0.3914794771048014,0.4897748324189014,0.5081628120396724,0.1697133206989876,0.31519674331012765,0.01629385011022014,1,-1,-1,-1,1,-1,1
36,0,0.4169381107491857,0.1320754716981132,0.4,0.6068791078930785,0.0,0.32118438906251323,0.3847619047619048,0.4962592333369589,0.462895692786715,0.6439970940545074,0.37599595001028085,0.3491779561792509,0.3078648437689626,0.07989551892952003,-1,-1,-1,-1,1,-1,1
37,0,0.6644951140065146,0.24528301886792453,0.6,0.2884581819329506,0.3333333333333333,0.18443967461362964,0.4195121951219512,0.3769277972996326,0.4345437746022504,0.32138796929849783,0.2243402746344645,0.5689680639787283,0.504538781848825,0.3399688086035196,1,-1,-1,-1,1,1,-1
38,0,0.8990228013029316,0.6981132075471698,0.8,0.2806587806961706,0.0,0.18237717267153747,0.28512820512820514,0.3726972368850966,0.18825595784599414,0.13433613482657866,0.06701051512782323,0.6737710270707788,0.6334229921284265,0.11177866173658335,1,1,-1,1,-1,1,-1
39,0,0.7166123778501629,0.2641509433962264,0.8,0.0,0.6666666666666666,0.35866912304060566,0.5142857142857142,0.11212806609281913,0.4347245904069983,0.1304489504607918,0.2980175486167531,0.43246470998934244,0.5033539955712565,0.4532718558792259,1,-1,1,-1,-1,-1,1
40,1,0.6840390879478827,0.1509433962264151,0.4,0.0,0.0,0.38375871822854823,0.37037037037037035,0.10519325165524515,0.5574583405408522,0.18164665682443595,0.3951002840605484,0.4022983834604322,0.2819929822817531,0.06825111579007273,1,-1,-1,1,-1,1,-1
41,0,0.495114006514658,0.22641509433962265,0.8,0.5225270526291665,0.0,0.964297518170921,0.5466666666666666,0.19932242319731244,0.3876491956408925,0.4864200077684028,0.6287078547243515,0.09119684990545815,0.26938627172886515,0.0025482704614800335,1,1,-1,-1,1,-1,1
42,1,0.3713355048859935,0.4339622641509434,0.2,0.5591616299878662,0.6666666666666666,0.34763144786388694,0.13333333333333333,0.4501966315955452,0.18164982651078074,0.362115825255517,0.20575658380400175,0.3142744913352902,0.18972470720676243,0.45942020659770544,-1,-1,1,-1,-1,-1,1
43,0,0.7361563517915309,0.16981132075471697,0.0,0.4707114256434429,0.3333333333333333,0.5158171052891766,0.11171171171171174,0.31568305887381076,0.5543415756181713,0.5036746393104902,0.451099770126168,0.3348919127294749,0.05278317580094746,0.21288171936733233,1,-1,-1,1,-1,-1,1
44,0,0.6579804560260586,0.2641509433962264,0.8,0.30838764133554986,0.3333333333333333,0.8743910069595171,0.5142857142857142,0.13665570566809268,0.41248424642301135,0.32190033264028767,0.5460112708984166,0.15651412285152613,0.2925734298189142,0.1365206717551367,-1,1,-1,-1,1,-1,1
45,0,0.9739413680781759,0.41509433962264153,0.8,0.41173040159862634,0.0,0.25483934071501013,0.4106666666666666,0.415958837633969,0.3850544888427608,0.29600988936177236,0.1763908565894018,0.6240027092211745,0.5740033124838463,0.09394959534488807,1,1,-1,1,-1,1,-1
46,0,0.3811074918566775,0.2830188679245283,0.6,0.43780648987135706,0.0,0.1264003073449222,0.3937984496124031,0.5313201702355552,0.2912829919986483,0.38878065977854753,0.17734215597563946,0.5031147911556723,0.5504294911406361,0.12775330668352303,1,-1,-1,1,-1,-1,1
47,0,0.6123778501628665,0.6037735849056604,0.8,0.0,0.3333333333333333,0.2850414642574993,0.32,0.1345670362967721,0.1601798996713371,0.038293079006232446,0.1238210396101661,0.45199514531011137,0.5518800509606079,0.29213224663386883,-1,1,-1,1,-1,1,-1
48,0,0.3257328990228013,0.37735849056603776,0.4,0.0,0.3333333333333333,0.28200979944425575,0.24444444444444444,0.1355648269677183,0.20212765957446807,0.09205067068805876,0.20350708139389287,0.3421888323236022,0.32578027829635336,0.2934271572717091,1,1,1,-1,-1,-1,1
49,1,0.18892508143322476,0.3584905660377358,0.6,0.0,0.0,0.6500534605023169,0.348936170212766,0.047749744413313096,0.16831366140732482,0.09776956342016792,0.37024532325496223,0.11010296322222858,0.28165315611872155,0.030976659950605008,1,-1,-1,1,-1,1,-1
50,0,0.5667752442996743,0.22641509433962265,0.4,0.0,0.3333333333333333,0.18120826855769165,0.32,0.1727546213634733,0.4161909704203425,0.14580826236988503,0.23331784870917524,0.5296443654394227,0.37939753453594893,0.3416912489137859,1,1,-1,1,-1,1,-1
51,0,0.6644951140065146,0.4339622641509434,0.6,0.48553118408428264,0.3333333333333333,0.620758235177246,0.31111111111111117,0.2825227916036376,0.27322771350366815,0.3244716240868411,0.31391704672679194,0.25835470473902045,0.2909619311963181,0.18616619481133737,-1,1,-1,1,-1,1,-1
52,0,0.7785016286644951,0.4528301886792453,0.4,0.0,0.3333333333333333,0.8946766899027214,0.21538461538461542,0.012134491307857518,0.29543730789190054,0.07137467388735631,0.41042146759155684,0.17873927566657974,0.1478283416873828,0.13324200087353877,1,1,-1,1,-1,-1,1
53,0,0.495114006514658,0.6415094339622641,0.4,0.0,0.0,0.3526383970229727,0.15913978494623657,0.11384534982825477,0.11235917438103683,0.03135661556341615,0.13539399103112595,0.35621028299728585,0.29446688197089327,0.07386536649921414,1,1,1,-1,-1,-1,1
54,0,0.6905537459283387,0.20754716981132076,0.4,0.0,0.3333333333333333,0.3668354442894957,0.3316239316239316,0.1098342854013511,0.4873790800101127,0.15407866109016605,0.3405575405646003,0.4169205958613343,0.2886840516900308,0.2600346301997885,1,1,-1,1,-1,-1,1
55,0,0.6872964169381107,0.37735849056603776,0.4,0.6046651288265562,0.0,0.9037095373912782,0.24444444444444444,0.24579298990463583,0.3221328489880643,0.42051220499991365,0.4650927001977895,0.15399992081019964,0.14623656269088647,0.007149888912156337,1,-1,1,-1,-1,-1,1
56,1,0.7687296416938111,0.2641509433962264,0.2,0.0,0.6666666666666666,0.46108671006281565,0.19047619047619047,0.08574298918041574,0.4544937850594311,0.1304489504607918,0.3472668037380223,0.378823096843559,0.15777965039684366,0.40190890305410215,-1,-1,-1,1,-1,-1,1
57,0,0.6123778501628665,0.3018867924528302,1.0,0.6691103252120266,0.0,0.759450456168038,0.5878787878787879,0.3161951310211305,0.3595791857338302,0.5129975296918146,0.45934169457750973,0.1855034470797541,0.4026406546998482,0.019668671081993515,-1,1,1,-1,-1,-1,1
58,1,0.9804560260586319,0.4528301886792453,0.2,0.3498624579679814,0.0,0.18339518210469125,0.12820512820512822,0.42140326602292877,0.3573110853858129,0.2468050645367432,0.13416491280338524,0.7081318438443392,0.25089201568079506,0.11150738644584593,-1,1,-1,-1,1,-1,1
59,0,0.5732899022801303,0.03773584905660377,1.0,0.5010488625711292,0.0,0.8753880653371614,0.9244444444444445,0.21261740026819437,0.6877702819581387,0.688804892423757,0.8450972232690357,0.13567768221120208,0.3628076300669343,0.009424076145334102,-1,-1,-1,1,-1,-1,1
60,0,0.8371335504885994,0.33962264150943394,0.4,0.4391525295101388,0.3333333333333333,0.4376704921567724,0.2608695652173913,0.3331329311605562,0.40490963651542156,0.35266203045717187,0.2893952142725826,0.41730506915080645,0.26203201347197475,0.23604354029290792,1,1,-1,-1,1,1,-1
61,1,0.6775244299674267,0.2641509433962264,0.6,0.2992256267422725,0.0,0.043205902265444664,0.4063492063492063,0.4955219667060684,0.41989769441767366,0.3162124252071779,0.14632164273718962,0.7569353941657586,0.6291086164620364,0.15608281685361777,1,1,1,-1,-1,1,-1
62,0,0.8241042345276873,0.2641509433962264,0.8,0.0,0.3333333333333333,0.004609467617201178,0.5142857142857142,0.26442366728052463,0.475498554377641,0.1304489504607918,0.1277618844766232,0.9007277279685681,0.8327053299514432,0.4606573068005516,1,1,1,-1,-1,1,-1
63,0,0.7263843648208469,0.32075471698113206,0.0,0.4349244075906993,0.0,0.8393896792746512,0.06814814814814817,0.19520143568256926,0.3833246843106729,0.3619765740697954,0.480566561056317,0.1852763658311316,0.013624726222807994,0.012437318766420053,-1,1,1,-1,-1,1,-1
64,1,0.8013029315960912,0.3018867924528302,0.6,0.6707377215515506,0.6666666666666666,0.10221184294900464,0.38181818181818183,0.7368860412479228,0.4279850922300325,0.5139619170072156,0.15766288110378923,0.7324564060473241,0.5715730014513059,0.6411176979363853,1,-1,-1,-1,1,1,-1
65,0,0.7100977198697068,0.2830188679245283,0.8,0.5743460102184504,0.0,0.058359518229301556,0.49922480620155035,0.7111809087692212,0.4131738694922823,0.47157501883198094,0.1453844715883295,0.7506752810363819,0.7622887871028414,0.1504452588633318,1,1,1,-1,-1,-1,1
66,0,0.42996742671009774,0.3018867924528302,0.2,0.0,0.3333333333333333,0.6497847455600242,0.17575757575757575,0.04779608807820802,0.293532103599566,0.11648593963434344,0.40900408386876036,0.1784904773874677,0.1167480565223713,0.17952283147752426,1,1,-1,1,-1,-1,1
67,0,0.6807817589576547,0.39622641509433965,0.2,0.0,0.3333333333333333,0.015689162607497715,0.14421768707482993,0.2572982371809308,0.30551878250002645,0.08656520214909688,0.08550185006366043,0.8028684219252268,0.34328057559840075,0.4514100814016594,1,1,1,-1,-1,-1,1
68,0,0.7166123778501629,0.22641509433962265,0.2,0.0,0.3333333333333333,0.5249042136574518,0.20666666666666667,0.0715759962510102,0.4758692267773741,0.14580826236988503,0.40685354961108955,0.32356400967176197,0.14246102665109406,0.21038386972578355,1,-1,1,-1,-1,1,-1
69,0,0.6547231270358306,0.18867924528301888,0.6,0.0,0.3333333333333333,0.4514075578225592,0.46315789473684205,0.08803163133679077,0.4953978095212083,0.1627843439536197,0.3997322006754333,0.3471375518299264,0.3542471394978366,0.2317396285492134,1,-1,-1,1,-1,-1,1
70,0,0.38762214983713356,0.18867924528301888,0.8,0.4413281273356353,0.0,0.07274712593891337,0.5824561403508771,0.5851800552086466,0.383415726654467,0.4656073330145618,0.19847994976610145,0.5677805551092142,0.7451528413202274,0.14530356310074644,1,1,-1,1,-1,-1,1
71,0,0.7166123778501629,0.16981132075471697,0.8,0.46026451177673666,0.3333333333333333,0.6736714205945581,0.6018018018018019,0.25288101078141434,0.5459263103269331,0.4963126171379513,0.537264424819715,0.2488346373100193,0.3554778141308042,0.1742699982723388,1,1,-1,-1,1,1,-1
72,0,0.7198697068403909,0.03773584905660377,0.4,0.4349612821301145,0.3333333333333333,0.28092893684457343,0.4711111111111111,0.41458200380309684,0.7656114859020932,0.6313655540905146,0.4448989938308638,0.49764068420595103,0.3262953526857484,0.29389080646369975,1,1,-1,1,-1,1,-1
73,1,0.7687296416938111,0.3018867924528302,0.6,0.29548186974057056,0.0,0.05886328518200109,0.38181818181818183,0.47800425632331234,0.4161909704203425,0.2915870875158413,0.13776547822769183,0.7798693067612873,0.6129420802572133,0.15026183130047552,1,1,-1,1,-1,1,-1
74,0,0.46254071661237783,0.4339622641509434,0.6,0.38456480946132476,0.3333333333333333,0.10167194131067923,0.31111111111111117,0.5119812142706783,0.2101407246863457,0.2728516933511842,0.10835458837638298,0.5696739005413508,0.5720599241917957,0.3885926559299291,1,1,-1,-1,1,-1,1
75,0,0.6091205211726385,0.1509433962264151,0.8,0.0,0.3333333333333333,0.42866436314911793,0.6222222222222221,0.09356696146646554,0.5243037536758346,0.18164665682443595,0.4202928761267768,0.3460741801576692,0.4632141325116182,0.23892325741805878,-1,1,1,-1,-1,-1,1
76,0,0.48534201954397393,0.6415094339622641,0.6,0.5976538118321596,0.0,0.38131650783098675,0.23225806451612904,0.4524258134609195,0.10984816780219966,0.28270079674544146,0.1447358491295812,0.3334696952695748,0.3863654223483343,0.06867976352436365,1,1,-1,1,-1,-1,1
77,0,0.4495114006514658,0.11320754716981132,0.6,0.0,0.3333333333333333,0.5625339571882838,0.5333333333333333,0.06390613350017078,0.5031899630635855,0.20272806532711293,0.536302390742755,0.22196390503705646,0.3107693850348571,0.20043009168793244,1,-1,1,-1,-1,-1,1
78,0,0.6547231270358306,0.3018867924528302,0.4,0.4535475566969834,0.0,0.08304386350646284,0.2787878787878788,0.5846662709127073,0.37491154408642735,0.38525606033994686,0.14886459509531405,0.6873830544665348,0.4452800266920024,0.14174332173365287,1,-1,1,-1,-1,-1,1
79,0,0.8631921824104235,0.22641509433962265,0.4,0.3220061620923867,0.0,0.5821452044681776,0.32,0.21703683265801066,0.5342501297353398,0.3557095112095394,0.4357551284696242,0.3364810461976196,0.21696759012202754,0.038984498040791876,1,-1,1,-1,-1,1,-1
80,0,0.3289902280130293,0.6415094339622641,0.8,0.0,0.3333333333333333,0.07112047657295346,0.3053763440860215,0.22481903687234775,0.06967206254080383,0.03135661556341615,0.04368988671887872,0.540326511617208,0.7470571709052043,0.40925929445528814,1,1,1,-1,-1,1,-1
81,0,1.0,0.5094339622641509,0.6,0.5233896789512278,0.0,0.5958762673034533,0.2787878787878788,0.309838132905794,0.32230976081520973,0.30596787777843176,0.2674025559825229,0.3694253403167412,0.29920486779617506,0.037296397141859054,1,1,-1,1,-1,1,-1
82,0,0.3127035830618892,0.3018867924528302,0.2,0.0,0.3333333333333333,0.1587887559216158,0.17575757575757575,0.1822454915692766,0.2510732650846818,0.11648593963434344,0.1836322256193025,0.43910038004462826,0.26212681369286484,0.35400829010259743,1,-1,-1,1,-1,-1,1
83,0,0.7654723127035831,0.3584905660377358,0.6,0.6702555770361862,0.0,0.9860036355966436,0.348936170212766,0.24887514596517823,0.363744769181508,0.4696072544106478,0.5146068382195869,0.146487168533327,0.198347440859031,0.0009812819130899254,-1,1,-1,1,-1,-1,1
84,0,0.6938110749185668,0.16981132075471697,0.4,0.4336637741432082,0.3333333333333333,0.6191304087856957,0.3567567567567568,0.2585461160782547,0.5361085008204883,0.47756686860756054,0.507493256131322,0.2676272940647665,0.20704624617306605,0.18654757018833149,-1,1,-1,-1,1,1,-1
85,1,0.6384364820846905,0.5283018867924528,0.4,0.699789942005469,0.3333333333333333,0.495298135873951,0.19047619047619047,0.4443020674975269,0.20676106457113197,0.37948196465904177,0.2227820849623554,0.315630711441181,0.2427252569679512,0.2186643767441899,1,-1,1,-1,-1,-1,1
86,0,0.758957654723127,0.2830188679245283,0.2,0.4644818488846483,0.0,0.7284097018923748,0.18294573643410852,0.2378211359963667,0.4312764750606437,0.4049559711199916,0.46009646378431,0.23664595625184245,0.10290323306485054,0.02269836403885626,-1,-1,-1,1,-1,1,-1
87,1,0.6482084690553745,0.20754716981132076,0.2,0.6090038743642414,0.0,0.8785729788822777,0.21538461538461542,0.25440239665146763,0.470081034689234,0.5612397617018301,0.6055643800273562,0.1527777361384064,0.08035029104255022,0.009164198151433055,1,-1,-1,-1,1,1,-1
88,0,0.5407166123778502,0.32075471698113206,0.4,0.0,0.3333333333333333,0.031106667708726658,0.26962962962962966,0.24775412599889168,0.31759211209133364,0.10996986791533417,0.11780158181219769,0.7033077612235935,0.48752579184997613,0.43902394525284844,1,-1,-1,1,-1,1,-1
89,0,0.6644951140065146,0.37735849056603776,0.2,0.0,0.0,0.572210049162005,0.15,0.06200859154288749,0.3145649541601799,0.09205067068805876,0.32561138233849374,0.28218813724007374,0.13211589034183255,0.04022906798019463,1,1,-1,1,-1,-1,1
90,0,0.8045602605863192,0.33962264150943394,0.6,0.0,0.3333333333333333,0.5494030597015629,0.3594202898550725,0.06652906974545611,0.39362830261050064,0.10373710366236882,0.33845169219050486,0.3369680154390137,0.31549630834300396,0.20383408026519184,1,-1,-1,1,-1,-1,1
91,0,0.749185667752443,0.3018867924528302,0.6,0.4376209276730096,0.0,0.7479815188149896,0.38181818181818183,0.22049932053068852,0.4091144973345284,0.3758180158791171,0.45407734257067023,0.2259431237665408,0.25331387184547616,0.020772707647467924,-1,1,-1,1,-1,-1,1
92,0,1.0,0.2641509433962264,0.8,0.0,0.0,0.5004951746658897,0.5142857142857142,0.07681327144457878,0.5422195863296018,0.1304489504607918,0.3662170405440643,0.4280985795720742,0.4269829470967511,0.04983566085219504,-1,-1,-1,1,-1,-1,1
93,0,0.7850162866449512,0.7358490566037735,0.6,0.0,0.3333333333333333,0.5393305455089884,0.20497512437810944,0.06857946551221154,0.14394039145218376,0.015827219795916975,0.1666390009110251,0.3366573688640741,0.31919142809981194,0.20649503848765793,-1,1,-1,1,-1,-1,1
94,0,0.2931596091205212,0.33962264150943394,0.4,0.0,0.3333333333333333,0.9975649694585399,0.2608695652173913,0.000263307687126359,0.21651136030324225,0.10373710366236882,0.5352183584611405,0.03699841780262384,0.13071342335019823,0.11783584164410543,-1,1,1,-1,-1,-1,1
95,0,0.742671009771987,0.22641509433962265,0.2,0.47896569216642837,0.0,0.626205862717385,0.20666666666666667,0.277493076079232,0.48624805396990145,0.4580243276892753,0.45800181866335515,0.27834105958937716,0.12122559114295833,0.03369372923035457,1,-1,1,-1,-1,-1,1
96,1,0.8697068403908795,0.49056603773584906,0.2,0.0,0.3333333333333333,0.22553328675450734,0.11851851851851851,0.15537805407135616,0.29702665820984453,0.062185341975933006,0.13754746888652195,0.6123743270414902,0.23307532986041288,0.31914032466594483,1,-1,1,-1,-1,-1,1
97,0,0.25732899022801303,0.2641509433962264,0.6,0.4720400192635766,0.0,0.8003230229030349,0.4063492063492063,0.22057025594959784,0.2605085625324338,0.42349802901875844,0.5103944090959144,0.0802077196751782,0.23970749382846226,0.015873542553339646,-1,1,1,-1,-1,1,-1
98,1,0.5374592833876222,0.49056603773584906,0.4,0.47210084242859046,0.0,0.6678723332131199,0.2024691358024691,0.2601535044601297,0.19900440139153164,0.29014177186880047,0.30298572165121623,0.20136208235478326,0.19480456681615965,0.029009368176631183,1,1,-1,-1,1,-1,1
