,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,TenureByAge,BalanceSalaryRatio,CreditScoreGivenAge,HasCrCard,IsActiveMember,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female
11,0,0.20195439739413681,0.24528301886792453,0.2,0.0,0.3333333333333333,0.9007401372317678,0.1983739837398374,0.01139196222741049,0.25481286468287623,1,1,-1,1,-1,-1,1
12,0,0.8241042345276873,0.18867924528301888,0.8,0.6404210612460725,0.0,0.15438856345439128,0.5824561403508771,0.6569006778477103,0.5664108376806053,1,-1,-1,-1,1,1,-1
13,0,0.3127035830618892,0.18867924528301888,0.6,0.0,0.3333333333333333,0.33960542806537486,0.46315789473684205,0.1176261527013904,0.35200611804550297,1,-1,1,-1,-1,1,-1
14,1,0.8664495114006515,0.3584905660377358,0.4,0.32607544594204413,0.0,0.821088108369217,0.2524822695035461,0.15520667491531176,0.39797281630579995,1,-1,1,-1,-1,-1,1
15,0,0.4820846905537459,0.24528301886792453,0.6,0.5389311474635036,0.0,0.610114863573318,0.4195121951219512,0.31181791863903774,0.3636639791410888,1,1,1,-1,-1,1,-1
16,0,0.5993485342019544,0.4528301886792453,0.8,0.19575178343908134,0.0,0.20925419892109123,0.38974358974358975,0.2971089600549582,0.24054927946988142,1,-1,-1,1,-1,-1,1
17,0,1.0,0.16981132075471697,0.6,0.5260967459448117,0.3333333333333333,0.893764612772705,0.4792792792792793,0.21779808477676788,0.6679476570498885,1,1,-1,1,-1,1,-1
18,0,0.742671009771987,0.6792452830188679,0.4,0.5441491723410503,0.0,0.8770215414515458,0.15,0.22922474531347267,0.15834198235599375,-1,-1,-1,-1,1,1,-1
19,0,0.23778501628664495,0.2641509433962264,0.8,0.4527711295670604,0.0,0.059699326458876184,0.5142857142857142,0.6082828776214209,0.2530951145377715,-1,-1,-1,-1,1,1,-1
20,0,0.8338762214983714,0.22641509433962265,0.2,0.0,0.3333333333333333,0.7212678637173858,0.20666666666666667,0.03609568255432317,0.5225739491437468,-1,-1,-1,1,-1,-1,1
21,0,0.9283387622149837,0.41509433962264153,0.8,0.0,0.3333333333333333,0.7891300980509398,0.4106666666666666,0.026043622378948923,0.37052413077322255,-1,-1,-1,1,-1,1,-1
22,0,0.7882736156351792,0.39622641509433965,0.8,0.0,0.3333333333333333,0.5658119734576023,0.42176870748299317,0.06325998482763318,0.3404678944748631,1,-1,-1,1,-1,1,-1
23,0,0.7915309446254072,0.41509433962264153,0.6,0.0,0.3333333333333333,0.050428248990818235,0.32,0.23636438712307115,0.32693305656460814,-1,1,1,-1,-1,1,-1
24,0,0.5570032573289903,0.3018867924528302,1.0,0.5984441957770008,0.0,0.034626798141994486,0.5878787878787879,0.7617174665085362,0.3395291786573572,-1,-1,1,-1,-1,1,-1
25,0,0.6677524429967426,0.22641509433962265,0.4,0.5467534664247803,0.0,0.18628042493448682,0.32,0.5593577541566078,0.4564089257913855,1,1,-1,1,-1,1,-1
26,0,0.7687296416938111,0.2830188679245283,0.6,0.0,0.0,0.4756638188924848,0.3937984496124031,0.08236875131700731,0.434896996174316,1,1,1,-1,-1,1,-1
27,0,0.4495114006514658,0.20754716981132076,0.2,0.44867773849163467,0.0,0.828154146096183,0.21538461538461542,0.20361798111533616,0.38891328356818755,-1,-1,-1,1,-1,1,-1
28,0,0.5602605863192183,0.16981132075471697,0.2,0.44788497554425033,0.3333333333333333,0.6558446618122994,0.23423423423423426,0.25298485368259954,0.47860418799702653,1,1,-1,-1,1,-1,1
29,0,0.6644951140065146,0.2830188679245283,0.2,0.39881590699432296,0.3333333333333333,0.5460013380426914,0.18294573643410852,0.2673456375568123,0.3962781042951449,1,-1,-1,-1,1,-1,1
30,0,0.7003257328990228,0.18867924528301888,0.6,0.4085337358817103,0.0,0.5314316444742416,0.46315789473684205,0.27768721364555715,0.514516701717969,-1,-1,-1,-1,1,1,-1
31,0,0.6612377850162866,0.20754716981132076,0.4,0.5711201620703412,0.0,0.3326038913407641,0.3316239316239316,0.46686167299818004,0.4754035101725813,1,-1,-1,1,-1,1,-1
32,0,0.4592833876221498,0.5471698113207547,0.4,0.5899651135137098,0.0,0.37436899658097605,0.1847953216374269,0.4521238303177717,0.14625042107084002,1,1,1,-1,-1,-1,1
33,0,0.42996742671009774,0.20754716981132076,0.6,0.0,0.0,0.3729469142626312,0.44786324786324777,0.10814101980747867,0.3809295703431666,-1,-1,-1,1,-1,1,-1
34,0,0.6710097719869706,0.07547169811320754,0.8,0.0,0.3333333333333333,0.561190853287056,0.7166666666666667,0.06417186848534588,0.6691748832381941,1,1,-1,1,-1,1,-1
35,0,0.6026058631921825,0.2641509433962264,0.8,0.5787979169770935,0.0,0.7956822464051286,0.5142857142857142,0.2663252577047312,0.3914794771048014,1,-1,-1,-1,1,-1,1
36,0,0.4169381107491857,0.1320754716981132,0.4,0.6068791078930785,0.0,0.32118438906251323,0.3847619047619048,0.4962592333369589,0.462895692786715,-1,-1,-1,-1,1,-1,1
37,0,0.6644951140065146,0.24528301886792453,0.6,0.2884581819329506,0.3333333333333333,0.18443967461362964,0.4195121951219512,0.3769277972996326,0.4345437746022504,1,-1,-1,-1,1,1,-1
38,0,0.8990228013029316,0.6981132075471698,0.8,0.2806587806961706,0.0,0.18237717267153747,0.28512820512820514,0.3726972368850966,0.18825595784599414,1,1,-1,1,-1,1,-1
39,0,0.7166123778501629,0.2641509433962264,0.8,0.0,0.6666666666666666,0.35866912304060566,0.5142857142857142,0.11212806609281913,0.4347245904069983,1,-1,1,-1,-1,-1,1
40,1,0.6840390879478827,0.1509433962264151,0.4,0.0,0.0,0.38375871822854823,0.37037037037037035,0.10519325165524515,0.5574583405408522,1,-1,-1,1,-1,1,-1
41,0,0.495114006514658,0.22641509433962265,0.8,0.5225270526291665,0.0,0.964297518170921,0.5466666666666666,0.19932242319731244,0.3876491956408925,1,1,-1,-1,1,-1,1
42,1,0.3713355048859935,0.4339622641509434,0.2,0.5591616299878662,0.6666666666666666,0.34763144786388694,0.13333333333333333,0.4501966315955452,0.18164982651078074,-1,-1,1,-1,-1,-1,1
43,0,0.7361563517915309,0.16981132075471697,0.0,0.4707114256434429,0.3333333333333333,0.5158171052891766,0.11171171171171174,0.31568305887381076,0.5543415756181713,1,-1,-1,1,-1,-1,1
44,0,0.6579804560260586,0.2641509433962264,0.8,0.30838764133554986,0.3333333333333333,0.8743910069595171,0.5142857142857142,0.13665570566809268,0.41248424642301135,-1,1,-1,-1,1,-1,1
45,0,0.9739413680781759,0.41509433962264153,0.8,0.41173040159862634,0.0,0.25483934071501013,0.4106666666666666,0.415958837633969,0.3850544888427608,1,1,-1,1,-1,1,-1
46,0,0.3811074918566775,0.2830188679245283,0.6,0.43780648987135706,0.0,0.1264003073449222,0.3937984496124031,0.5313201702355552,0.2912829919986483,1,-1,-1,1,-1,-1,1
47,0,0.6123778501628665,0.6037735849056604,0.8,0.0,0.3333333333333333,0.2850414642574993,0.32,0.1345670362967721,0.1601798996713371,-1,1,-1,1,-1,1,-1
48,0,0.3257328990228013,0.37735849056603776,0.4,0.0,0.3333333333333333,0.28200979944425575,0.24444444444444444,0.1355648269677183,0.20212765957446807,1,1,1,-1,-1,-1,1
49,1,0.18892508143322476,0.3584905660377358,0.6,0.0,0.0,0.6500534605023169,0.348936170212766,0.047749744413313096,0.16831366140732482,1,-1,-1,1,-1,1,-1
50,0,0.5667752442996743,0.22641509433962265,0.4,0.0,0.3333333333333333,0.18120826855769165,0.32,0.1727546213634733,0.4161909704203425,1,1,-1,1,-1,1,-1
51,0,0.6644951140065146,0.4339622641509434,0.6,0.48553118408428264,0.3333333333333333,0.620758235177246,0.31111111111111117,0.2825227916036376,0.27322771350366815,-1,1,-1,1,-1,1,-1
52,0,0.7785016286644951,0.4528301886792453,0.4,0.0,0.3333333333333333,0.8946766899027214,0.21538461538461542,0.012134491307857518,0.29543730789190054,1,1,-1,1,-1,-1,1
53,0,0.495114006514658,0.6415094339622641,0.4,0.0,0.0,0.3526383970229727,0.15913978494623657,0.11384534982825477,0.11235917438103683,1,1,1,-1,-1,-1,1
54,0,0.6905537459283387,0.20754716981132076,0.4,0.0,0.3333333333333333,0.3668354442894957,0.3316239316239316,0.1098342854013511,0.4873790800101127,1,1,-1,1,-1,-1,1
55,0,0.6872964169381107,0.37735849056603776,0.4,0.6046651288265562,0.0,0.9037095373912782,0.24444444444444444,0.24579298990463583,0.3221328489880643,1,-1,1,-1,-1,-1,1
56,1,0.7687296416938111,0.2641509433962264,0.2,0.0,0.6666666666666666,0.46108671006281565,0.19047619047619047,0.08574298918041574,0.4544937850594311,-1,-1,-1,1,-1,-1,1
57,0,0.6123778501628665,0.3018867924528302,1.0,0.6691103252120266,0.0,0.759450456168038,0.5878787878787879,0.3161951310211305,0.3595791857338302,-1,1,1,-1,-1,-1,1
58,1,0.9804560260586319,0.4528301886792453,0.2,0.3498624579679814,0.0,0.18339518210469125,0.12820512820512822,0.42140326602292877,0.3573110853858129,-1,1,-1,-1,1,-1,1
59,0,0.5732899022801303,0.03773584905660377,1.0,0.5010488625711292,0.0,0.8753880653371614,0.9244444444444445,0.21261740026819437,0.6877702819581387,-1,-1,-1,1,-1,-1,1
60,0,0.8371335504885994,0.33962264150943394,0.4,0.4391525295101388,0.3333333333333333,0.4376704921567724,0.2608695652173913,0.3331329311605562,0.40490963651542156,1,1,-1,-1,1,1,-1
61,1,0.6775244299674267,0.2641509433962264,0.6,0.2992256267422725,0.0,0.043205902265444664,0.4063492063492063,0.4955219667060684,0.41989769441767366,1,1,1,-1,-1,1,-1
62,0,0.8241042345276873,0.2641509433962264,0.8,0.0,0.3333333333333333,0.004609467617201178,0.5142857142857142,0.26442366728052463,0.475498554377641,1,1,1,-1,-1,1,-1
63,0,0.7263843648208469,0.32075471698113206,0.0,0.4349244075906993,0.0,0.8393896792746512,0.06814814814814817,0.19520143568256926,0.3833246843106729,-1,1,1,-1,-1,1,-1
64,1,0.8013029315960912,0.3018867924528302,0.6,0.6707377215515506,0.6666666666666666,0.10221184294900464,0.38181818181818183,0.7368860412479228,0.4279850922300325,1,-1,-1,-1,1,1,-1
65,0,0.7100977198697068,0.2830188679245283,0.8,0.5743460102184504,0.0,0.058359518229301556,0.49922480620155035,0.7111809087692212,0.4131738694922823,1,1,1,-1,-1,-1,1
66,0,0.42996742671009774,0.3018867924528302,0.2,0.0,0.3333333333333333,0.6497847455600242,0.17575757575757575,0.04779608807820802,0.293532103599566,1,1,-1,1,-1,-1,1
67,0,0.6807817589576547,0.39622641509433965,0.2,0.0,0.3333333333333333,0.015689162607497715,0.14421768707482993,0.2572982371809308,0.30551878250002645,1,1,1,-1,-1,-1,1
68,0,0.7166123778501629,0.22641509433962265,0.2,0.0,0.3333333333333333,0.5249042136574518,0.20666666666666667,0.0715759962510102,0.4758692267773741,1,-1,1,-1,-1,1,-1
69,0,0.6547231270358306,0.18867924528301888,0.6,0.0,0.3333333333333333,0.4514075578225592,0.46315789473684205,0.08803163133679077,0.4953978095212083,1,-1,-1,1,-1,-1,1
70,0,0.38762214983713356,0.18867924528301888,0.8,0.4413281273356353,0.0,0.07274712593891337,0.5824561403508771,0.5851800552086466,0.383415726654467,1,1,-1,1,-1,-1,1
71,0,0.7166123778501629,0.16981132075471697,0.8,0.46026451177673666,0.3333333333333333,0.6736714205945581,0.6018018018018019,0.25288101078141434,0.5459263103269331,1,1,-1,-1,1,1,-1
72,0,0.7198697068403909,0.03773584905660377,0.4,0.4349612821301145,0.3333333333333333,0.28092893684457343,0.4711111111111111,0.41458200380309684,0.7656114859020932,1,1,-1,1,-1,1,-1
73,1,0.7687296416938111,0.3018867924528302,0.6,0.29548186974057056,0.0,0.05886328518200109,0.38181818181818183,0.47800425632331234,0.4161909704203425,1,1,-1,1,-1,1,-1
74,0,0.46254071661237783,0.4339622641509434,0.6,0.38456480946132476,0.3333333333333333,0.10167194131067923,0.31111111111111117,0.5119812142706783,0.2101407246863457,1,1,-1,-1,1,-1,1
75,0,0.6091205211726385,0.1509433962264151,0.8,0.0,0.3333333333333333,0.42866436314911793,0.6222222222222221,0.09356696146646554,0.5243037536758346,-1,1,1,-1,-1,-1,1
76,0,0.48534201954397393,0.6415094339622641,0.6,0.5976538118321596,0.0,0.38131650783098675,0.23225806451612904,0.4524258134609195,0.10984816780219966,1,1,-1,1,-1,-1,1
77,0,0.4495114006514658,0.11320754716981132,0.6,0.0,0.3333333333333333,0.5625339571882838,0.5333333333333333,0.06390613350017078,0.5031899630635855,1,-1,1,-1,-1,-1,1
78,0,0.6547231270358306,0.3018867924528302,0.4,0.4535475566969834,0.0,0.08304386350646284,0.2787878787878788,0.5846662709127073,0.37491154408642735,1,-1,1,-1,-1,-1,1
79,0,0.8631921824104235,0.22641509433962265,0.4,0.3220061620923867,0.0,0.5821452044681776,0.32,0.21703683265801066,0.5342501297353398,1,-1,1,-1,-1,1,-1
80,0,0.3289902280130293,0.6415094339622641,0.8,0.0,0.3333333333333333,0.07112047657295346,0.3053763440860215,0.22481903687234775,0.06967206254080383,1,1,1,-1,-1,1,-1
81,0,1.0,0.5094339622641509,0.6,0.5233896789512278,0.0,0.5958762673034533,0.2787878787878788,0.309838132905794,0.32230976081520973,1,1,-1,1,-1,1,-1
82,0,0.3127035830618892,0.3018867924528302,0.2,0.0,0.3333333333333333,0.1587887559216158,0.17575757575757575,0.1822454915692766,0.2510732650846818,1,-1,-1,1,-1,-1,1
83,0,0.7654723127035831,0.3584905660377358,0.6,0.6702555770361862,0.0,0.9860036355966436,0.348936170212766,0.24887514596517823,0.363744769181508,-1,1,-1,1,-1,-1,1
84,0,0.6938110749185668,0.16981132075471697,0.4,0.4336637741432082,0.3333333333333333,0.6191304087856957,0.3567567567567568,0.2585461160782547,0.5361085008204883,-1,1,-1,-1,1,1,-1
85,1,0.6384364820846905,0.5283018867924528,0.4,0.699789942005469,0.3333333333333333,0.495298135873951,0.19047619047619047,0.4443020674975269,0.20676106457113197,1,-1,1,-1,-1,-1,1
86,0,0.758957654723127,0.2830188679245283,0.2,0.4644818488846483,0.0,0.7284097018923748,0.18294573643410852,0.2378211359963667,0.4312764750606437,-1,-1,-1,1,-1,1,-1
87,1,0.6482084690553745,0.20754716981132076,0.2,0.6090038743642414,0.0,0.8785729788822777,0.21538461538461542,0.25440239665146763,0.470081034689234,1,-1,-1,-1,1,1,-1
88,0,0.5407166123778502,0.32075471698113206,0.4,0.0,0.3333333333333333,0.031106667708726658,0.26962962962962966,0.24775412599889168,0.31759211209133364,1,-1,-1,1,-1,1,-1
89,0,0.6644951140065146,0.37735849056603776,0.2,0.0,0.0,0.572210049162005,0.15,0.06200859154288749,0.3145649541601799,1,1,-1,1,-1,-1,1
90,0,0.8045602605863192,0.33962264150943394,0.6,0.0,0.3333333333333333,0.5494030597015629,0.3594202898550725,0.06652906974545611,0.39362830261050064,1,-1,-1,1,-1,-1,1
91,0,0.749185667752443,0.3018867924528302,0.6,0.4376209276730096,0.0,0.7479815188149896,0.38181818181818183,0.22049932053068852,0.4091144973345284,-1,1,-1,1,-1,-1,1
92,0,1.0,0.2641509433962264,0.8,0.0,0.0,0.5004951746658897,0.5142857142857142,0.07681327144457878,0.5422195863296018,-1,-1,-1,1,-1,-1,1
93,0,0.7850162866449512,0.7358490566037735,0.6,0.0,0.3333333333333333,0.5393305455089884,0.20497512437810944,0.06857946551221154,0.14394039145218376,-1,1,-1,1,-1,-1,1
94,0,0.2931596091205212,0.33962264150943394,0.4,0.0,0.3333333333333333,0.9975649694585399,0.2608695652173913,0.000263307687126359,0.21651136030324225,-1,1,1,-1,-1,-1,1
95,0,0.742671009771987,0.22641509433962265,0.2,0.47896569216642837,0.0,0.626205862717385,0.20666666666666667,0.277493076079232,0.48624805396990145,1,-1,1,-1,-1,-1,1
96,1,0.8697068403908795,0.49056603773584906,0.2,0.0,0.3333333333333333,0.22553328675450734,0.11851851851851851,0.15537805407135616,0.29702665820984453,1,-1,1,-1,-1,-1,1
97,0,0.25732899022801303,0.2641509433962264,0.6,0.4720400192635766,0.0,0.8003230229030349,0.4063492063492063,0.22057025594959784,0.2605085625324338,-1,1,1,-1,-1,1,-1
98,1,0.5374592833876222,0.49056603773584906,0.4,0.47210084242859046,0.0,0.6678723332131199,0.2024691358024691,0.2601535044601297,0.19900440139153164,1,1,-1,-1,1,-1,1
99,0,0.8827361563517915,0.16981132075471697,0.6,0.28405908903076027,0.3333333333333333,0.6295660353729148,0.4792792792792793,0.18476377452039547,0.6174560653024587,-1,1,-1,1,-1,1,-1
100,0,0.7198697068403909,0.16981132075471697,0.2,0.0,0.3333333333333333,0.10035826304921193,0.23423423423423426,0.20955339052619712,0.5473288545421395,1,-1,-1,1,-1,-1,1
101,0,0.4592833876221498,0.2830188679245283,0.4,0.47704155490971806,0.0,0.6852138043444487,0.2883720930232558,0.2567625418459546,0.32024716090802663,1,-1,-1,-1,1,1,-1
102,0,0.30944625407166126,0.20754716981132076,0.0,0.21913603033450277,0.0,0.6845569063624355,0.09914529914529914,0.14072492082570204,0.33169667212220405,1,1,1,-1,-1,1,-1
103,0,0.5830618892508144,0.6037735849056604,0.6,0.0,0.3333333333333333,0.30557502879004594,0.24444444444444444,0.12797103909143243,0.15239577927694165,1,1,-1,1,-1,1,-1
104,0,0.5342019543973942,0.20754716981132076,0.0,0.5230994406409921,0.3333333333333333,0.9161747092040579,0.09914529914529914,0.21103288835202963,0.423509374209945,1,-1,-1,1,-1,-1,1
105,0,0.7361563517915309,0.11320754716981132,0.6,0.5879958545087688,0.0,0.25546434130352297,0.5333333333333333,0.5315676452884552,0.6375041973198206,-1,-1,-1,-1,1,1,-1
106,1,0.26058631921824105,0.3018867924528302,0.6,0.0,0.0,0.8516867718331186,0.38181818181818183,0.017567957942565784,0.23220267018917773,1,-1,-1,1,-1,-1,1
107,0,0.9055374592833876,0.3584905660377358,0.6,0.0,0.3333333333333333,0.6418936128941742,0.348936170212766,0.0491654443550464,0.41122238293455815,1,1,1,-1,-1,-1,1
108,0,0.5309446254071661,0.3018867924528302,0.8,0.0,0.3333333333333333,0.4685745937613879,0.4848484848484848,0.08399900491974394,0.33009388120960514,-1,-1,-1,1,-1,1,-1
109,1,0.06514657980456026,0.24528301886792453,0.0,0.0,0.0,0.8977314244175373,0.0878048780487805,0.011759694154669122,0.2016530180870049,1,1,1,-1,-1,1,-1
110,0,0.6384364820846905,0.22641509433962265,0.4,0.4315265575587374,0.3333333333333333,0.8748752352874155,0.32,0.18525380060187835,0.44473274519979245,1,-1,-1,-1,1,-1,1
111,0,0.9250814332247557,0.6037735849056604,1.0,0.25774589350458554,0.3333333333333333,0.7022798514876193,0.39555555555555555,0.1537695201945278,0.24321051721155504,-1,1,-1,1,-1,-1,1
112,0,0.8859934853420195,0.37735849056603776,0.6,0.0,0.3333333333333333,0.9766640552392234,0.33888888888888896,0.002555283359852201,0.38808164677391455,1,-1,-1,1,-1,1,-1
113,0,0.46254071661237783,0.2830188679245283,0.6,0.0,0.3333333333333333,0.6494687141889965,0.3937984496124031,0.04785061615170694,0.3214540012792507,1,1,-1,1,-1,1,-1
114,0,0.8599348534201955,0.7169811320754716,0.8,0.568159969206191,0.3333333333333333,0.6125344750795435,0.2787878787878788,0.32480355905079894,0.17008696199147677,1,1,-1,-1,1,1,-1
115,0,0.9609120521172638,0.18867924528301888,0.8,0.31990145854266905,0.0,0.9743740342505032,0.5824561403508771,0.12169775554533303,0.6237675142708874,1,-1,-1,-1,1,1,-1
116,0,0.6905537459283387,0.07547169811320754,0.8,0.0,0.0,0.05436492878053563,0.7166666666666667,0.23411757525117535,0.6789050337311884,-1,-1,1,-1,-1,1,-1
117,0,0.7231270358306189,0.7547169811320755,0.6,0.0,0.3333333333333333,0.7571434860108156,0.2,0.030663104859577576,0.12161543392655455,-1,-1,1,-1,-1,1,-1
118,0,1.0,0.20754716981132076,0.4,0.0,0.3333333333333333,0.05574346115203498,0.3316239316239316,0.2333365015533837,0.6137878727396111,1,1,-1,1,-1,-1,1
119,0,0.4788273615635179,0.33962264150943394,0.8,0.0,0.3333333333333333,0.7181522769795453,0.45797101449275357,0.03658065484252265,0.28081496356129154,1,1,-1,1,-1,1,-1
120,0,0.511400651465798,0.2830188679245283,1.0,0.419762945084612,0.3333333333333333,0.6901148212003967,0.6046511627906977,0.22948003773541137,0.33955660684761224,1,-1,1,-1,-1,1,-1
121,0,0.5570032573289903,0.22641509433962265,0.2,0.6862163050966086,0.0,0.7989051778768156,0.20666666666666667,0.310015130113269,0.4122989102231448,1,1,-1,1,-1,1,-1
122,0,0.762214983713355,0.6981132075471698,0.4,0.0,0.3333333333333333,0.7059128586750083,0.14564102564102566,0.03850699618570043,0.15472436230090614,1,1,1,-1,-1,1,-1
123,1,0.755700325732899,0.22641509433962265,0.8,0.5017373459070491,0.3333333333333333,0.27176320316685804,0.5466666666666666,0.4635298952913838,0.49143746756616496,1,-1,-1,-1,1,-1,1
124,0,0.3745928338762215,0.32075471698113206,0.8,0.0,0.0,0.7642948580930868,0.4711111111111111,0.029612513376258164,0.25877875800034594,-1,-1,1,-1,-1,-1,1
125,0,0.3713355048859935,0.16981132075471697,0.6,0.4137336010398462,0.0,0.6285547349856263,0.4792792792792793,0.246004028338953,0.3972566235150563,1,1,-1,1,-1,1,-1
126,1,0.48534201954397393,0.5660377358490566,0.8,0.0,1.0,0.06801866103452077,0.335632183908046,0.22650885335714918,0.14419411985755953,1,1,-1,1,-1,1,-1
127,1,0.6384364820846905,0.22641509433962265,0.6,0.0,0.0,0.24550670480857334,0.4333333333333333,0.14809367790817485,0.44473274519979245,1,1,-1,1,-1,-1,1
128,0,0.3745928338762215,0.16981132075471697,0.2,0.0,0.3333333333333333,0.006820039378568158,0.23423423423423426,0.262983595752749,0.39865916773026266,1,-1,-1,1,-1,1,-1
129,0,0.6644951140065146,0.22641509433962265,0.2,0.5275898872408304,0.3333333333333333,0.9306488282945655,0.20666666666666667,0.20921689253247416,0.45511157239231964,-1,-1,-1,-1,1,-1,1
130,0,0.5798045602605864,0.2830188679245283,0.4,0.0,0.0,0.5299789594905457,0.2883720930232558,0.07051374098777617,0.36490025464331827,1,1,1,-1,-1,1,-1
131,0,0.3811074918566775,0.2830188679245283,0.2,0.3289427784069358,0.0,0.5704592235962559,0.18294573643410852,0.22417877431895894,0.2912829919986483,1,-1,-1,-1,1,1,-1
132,0,0.6286644951140065,0.3584905660377358,0.6,0.0,0.3333333333333333,0.3327167680948853,0.348936170212766,0.11966394619441682,0.3173712859808544,1,1,-1,1,-1,-1,1
133,0,0.8469055374592834,0.33962264150943394,0.2,0.4410018867869168,0.0,0.5440154604665354,0.16231884057971013,0.28927850702196956,0.40829403668689784,-1,-1,1,-1,-1,-1,1
134,1,0.6644951140065146,0.32075471698113206,0.4,0.5910126676334405,0.0,0.22342664635277446,0.26962962962962966,0.5589788690319314,0.36141382690422647,1,1,-1,1,-1,-1,1
135,0,0.8175895765472313,0.16981132075471697,0.4,0.3941835925428421,0.0,0.23912910934944395,0.3567567567567568,0.414442301012857,0.5894051809983311,1,1,-1,-1,1,1,-1
136,0,0.7947882736156352,0.20754716981132076,0.8,0.0,0.3333333333333333,0.2678878464104016,0.5641025641025641,0.14029706019858398,0.5299588838768912,1,-1,-1,1,-1,-1,1
137,0,0.3127035830618892,0.16981132075471697,0.0,0.42623708330481835,0.0,0.21996866287068068,0.11171171171171174,0.44909354277425517,0.3720108276413414,-1,1,-1,1,-1,-1,1
138,1,0.8566775244299675,0.1509433962264151,0.4,0.18488846482728002,0.6666666666666666,0.6396995194910731,0.37037037037037035,0.13572512555193603,0.6338580407080666,1,-1,-1,1,-1,-1,1
139,0,0.30293159609120524,0.18867924528301888,0.2,0.6908814497831818,0.0,0.6138204932396361,0.2245614035087719,0.38264646504406796,0.3479092125747685,-1,1,-1,-1,1,-1,1
140,1,0.8241042345276873,0.22641509433962265,0.4,0.4756898849649181,0.6666666666666666,0.2355355325193338,0.32,0.471602102873991,0.5186818889465491,1,1,1,-1,-1,-1,1
141,1,0.33876221498371334,0.2830188679245283,0.2,0.29292039770261313,0.0,0.5481250453154853,0.18294573643410852,0.2135215357732209,0.27559406717273505,-1,1,-1,1,-1,-1,1
142,0,0.498371335504886,0.22641509433962265,0.6,0.546447605997846,0.0,0.3843328713115551,0.4333333333333333,0.4210159854988443,0.38894654903995846,-1,-1,1,-1,-1,1,-1
143,0,0.9022801302931596,0.2641509433962264,0.6,0.0,0.3333333333333333,0.2887929979218436,0.4063492063492063,0.1333409917393463,0.5051523463562904,-1,1,1,-1,-1,1,-1
144,0,0.4755700325732899,0.3584905660377358,0.6,0.0,0.0,0.7934418958963241,0.348936170212766,0.025436287002299374,0.26547715001821814,-1,-1,1,-1,-1,1,-1
145,0,1.0,0.24528301886792453,0.0,0.0,0.3333333333333333,0.7062224164052886,0.0878048780487805,0.03845785523182384,0.5649119698254585,1,-1,1,-1,-1,1,-1
146,1,0.5472312703583062,0.3584905660377358,0.4,0.27357545922480836,0.0,0.8400338653802876,0.2524822695035461,0.1297682450494004,0.2897680221709415,1,-1,-1,1,-1,-1,1
147,0,0.5928338762214984,0.32075471698113206,0.8,0.0,0.3333333333333333,0.25678072672384816,0.4711111111111111,0.14411958545443154,0.33604336043360433,1,1,-1,1,-1,-1,1
148,0,0.3973941368078176,0.09433962264150944,0.6,0.0,0.3333333333333333,0.9543221085895564,0.5535353535353535,0.005070223606298471,0.5050400213866741,-1,-1,-1,1,-1,-1,1
