,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,HasCrCard,IsActiveMember,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male
42,1,0.3713355048859935,0.4339622641509434,0.2,0.5591616299878662,0.6666666666666666,0.34763144786388694,-1,-1,-1,1,-1,1,-1
43,0,0.7361563517915309,0.16981132075471697,0.0,0.4707114256434429,0.3333333333333333,0.5158171052891766,1,-1,1,-1,-1,1,-1
44,0,0.6579804560260586,0.2641509433962264,0.8,0.30838764133554986,0.3333333333333333,0.8743910069595171,-1,1,-1,-1,1,1,-1
45,0,0.9739413680781759,0.41509433962264153,0.8,0.41173040159862634,0.0,0.25483934071501013,1,1,1,-1,-1,-1,1
46,0,0.3811074918566775,0.2830188679245283,0.6,0.43780648987135706,0.0,0.1264003073449222,1,-1,1,-1,-1,1,-1
47,0,0.6123778501628665,0.6037735849056604,0.8,0.0,0.3333333333333333,0.2850414642574993,-1,1,1,-1,-1,-1,1
48,0,0.3257328990228013,0.37735849056603776,0.4,0.0,0.3333333333333333,0.28200979944425575,1,1,-1,1,-1,1,-1
49,1,0.18892508143322476,0.3584905660377358,0.6,0.0,0.0,0.6500534605023169,1,-1,1,-1,-1,-1,1
50,0,0.5667752442996743,0.22641509433962265,0.4,0.0,0.3333333333333333,0.18120826855769165,1,1,1,-1,-1,-1,1
51,0,0.6644951140065146,0.4339622641509434,0.6,0.48553118408428264,0.3333333333333333,0.620758235177246,-1,1,1,-1,-1,-1,1
52,0,0.7785016286644951,0.4528301886792453,0.4,0.0,0.3333333333333333,0.8946766899027214,1,1,1,-1,-1,1,-1
53,0,0.495114006514658,0.6415094339622641,0.4,0.0,0.0,0.3526383970229727,1,1,-1,1,-1,1,-1
54,0,0.6905537459283387,0.20754716981132076,0.4,0.0,0.3333333333333333,0.3668354442894957,1,1,1,-1,-1,1,-1
55,0,0.6872964169381107,0.37735849056603776,0.4,0.6046651288265562,0.0,0.9037095373912782,1,-1,-1,1,-1,1,-1
56,1,0.7687296416938111,0.2641509433962264,0.2,0.0,0.6666666666666666,0.46108671006281565,-1,-1,1,-1,-1,1,-1
57,0,0.6123778501628665,0.3018867924528302,1.0,0.6691103252120266,0.0,0.759450456168038,-1,1,-1,1,-1,1,-1
58,1,0.9804560260586319,0.4528301886792453,0.2,0.3498624579679814,0.0,0.18339518210469125,-1,1,-1,-1,1,1,-1
59,0,0.5732899022801303,0.03773584905660377,1.0,0.5010488625711292,0.0,0.8753880653371614,-1,-1,1,-1,-1,1,-1
60,0,0.8371335504885994,0.33962264150943394,0.4,0.4391525295101388,0.3333333333333333,0.4376704921567724,1,1,-1,-1,1,-1,1
61,1,0.6775244299674267,0.2641509433962264,0.6,0.2992256267422725,0.0,0.043205902265444664,1,1,-1,1,-1,-1,1
62,0,0.8241042345276873,0.2641509433962264,0.8,0.0,0.3333333333333333,0.004609467617201178,1,1,-1,1,-1,-1,1
63,0,0.7263843648208469,0.32075471698113206,0.0,0.4349244075906993,0.0,0.8393896792746512,-1,1,-1,1,-1,-1,1
64,1,0.8013029315960912,0.3018867924528302,0.6,0.6707377215515506,0.6666666666666666,0.10221184294900464,1,-1,-1,-1,1,-1,1
65,0,0.7100977198697068,0.2830188679245283,0.8,0.5743460102184504,0.0,0.058359518229301556,1,1,-1,1,-1,1,-1
66,0,0.42996742671009774,0.3018867924528302,0.2,0.0,0.3333333333333333,0.6497847455600242,1,1,1,-1,-1,1,-1
67,0,0.6807817589576547,0.39622641509433965,0.2,0.0,0.3333333333333333,0.015689162607497715,1,1,-1,1,-1,1,-1
68,0,0.7166123778501629,0.22641509433962265,0.2,0.0,0.3333333333333333,0.5249042136574518,1,-1,-1,1,-1,-1,1
69,0,0.6547231270358306,0.18867924528301888,0.6,0.0,0.3333333333333333,0.4514075578225592,1,-1,1,-1,-1,1,-1
70,0,0.38762214983713356,0.18867924528301888,0.8,0.4413281273356353,0.0,0.07274712593891337,1,1,1,-1,-1,1,-1
71,0,0.7166123778501629,0.16981132075471697,0.8,0.46026451177673666,0.3333333333333333,0.6736714205945581,1,1,-1,-1,1,-1,1
72,0,0.7198697068403909,0.03773584905660377,0.4,0.4349612821301145,0.3333333333333333,0.28092893684457343,1,1,1,-1,-1,-1,1
73,1,0.7687296416938111,0.3018867924528302,0.6,0.29548186974057056,0.0,0.05886328518200109,1,1,1,-1,-1,-1,1
74,0,0.46254071661237783,0.4339622641509434,0.6,0.38456480946132476,0.3333333333333333,0.10167194131067923,1,1,-1,-1,1,1,-1
75,0,0.6091205211726385,0.1509433962264151,0.8,0.0,0.3333333333333333,0.42866436314911793,-1,1,-1,1,-1,1,-1
76,0,0.48534201954397393,0.6415094339622641,0.6,0.5976538118321596,0.0,0.38131650783098675,1,1,1,-1,-1,1,-1
77,0,0.4495114006514658,0.11320754716981132,0.6,0.0,0.3333333333333333,0.5625339571882838,1,-1,-1,1,-1,1,-1
78,0,0.6547231270358306,0.3018867924528302,0.4,0.4535475566969834,0.0,0.08304386350646284,1,-1,-1,1,-1,1,-1
79,0,0.8631921824104235,0.22641509433962265,0.4,0.3220061620923867,0.0,0.5821452044681776,1,-1,-1,1,-1,-1,1
80,0,0.3289902280130293,0.6415094339622641,0.8,0.0,0.3333333333333333,0.07112047657295346,1,1,-1,1,-1,-1,1
81,0,1.0,0.5094339622641509,0.6,0.5233896789512278,0.0,0.5958762673034533,1,1,1,-1,-1,-1,1
82,0,0.3127035830618892,0.3018867924528302,0.2,0.0,0.3333333333333333,0.1587887559216158,1,-1,1,-1,-1,1,-1
83,0,0.7654723127035831,0.3584905660377358,0.6,0.6702555770361862,0.0,0.9860036355966436,-1,1,1,-1,-1,1,-1
84,0,0.6938110749185668,0.16981132075471697,0.4,0.4336637741432082,0.3333333333333333,0.6191304087856957,-1,1,-1,-1,1,-1,1
85,1,0.6384364820846905,0.5283018867924528,0.4,0.699789942005469,0.3333333333333333,0.495298135873951,1,-1,-1,1,-1,1,-1
86,0,0.758957654723127,0.2830188679245283,0.2,0.4644818488846483,0.0,0.7284097018923748,-1,-1,1,-1,-1,-1,1
87,1,0.6482084690553745,0.20754716981132076,0.2,0.6090038743642414,0.0,0.8785729788822777,1,-1,-1,-1,1,-1,1
88,0,0.5407166123778502,0.32075471698113206,0.4,0.0,0.3333333333333333,0.031106667708726658,1,-1,1,-1,-1,-1,1
89,0,0.6644951140065146,0.37735849056603776,0.2,0.0,0.0,0.572210049162005,1,1,1,-1,-1,1,-1
90,0,0.8045602605863192,0.33962264150943394,0.6,0.0,0.3333333333333333,0.5494030597015629,1,-1,1,-1,-1,1,-1
91,0,0.749185667752443,0.3018867924528302,0.6,0.4376209276730096,0.0,0.7479815188149896,-1,1,1,-1,-1,1,-1
92,0,1.0,0.2641509433962264,0.8,0.0,0.0,0.5004951746658897,-1,-1,1,-1,-1,1,-1
93,0,0.7850162866449512,0.7358490566037735,0.6,0.0,0.3333333333333333,0.5393305455089884,-1,1,1,-1,-1,1,-1
94,0,0.2931596091205212,0.33962264150943394,0.4,0.0,0.3333333333333333,0.9975649694585399,-1,1,-1,1,-1,1,-1
95,0,0.742671009771987,0.22641509433962265,0.2,0.47896569216642837,0.0,0.626205862717385,1,-1,-1,1,-1,1,-1
96,1,0.8697068403908795,0.49056603773584906,0.2,0.0,0.3333333333333333,0.22553328675450734,1,-1,-1,1,-1,1,-1
97,0,0.25732899022801303,0.2641509433962264,0.6,0.4720400192635766,0.0,0.8003230229030349,-1,1,-1,1,-1,-1,1
98,1,0.5374592833876222,0.49056603773584906,0.4,0.47210084242859046,0.0,0.6678723332131199,1,1,-1,-1,1,1,-1
99,0,0.8827361563517915,0.16981132075471697,0.6,0.28405908903076027,0.3333333333333333,0.6295660353729148,-1,1,1,-1,-1,-1,1
100,0,0.7198697068403909,0.16981132075471697,0.2,0.0,0.3333333333333333,0.10035826304921193,1,-1,1,-1,-1,1,-1
101,0,0.4592833876221498,0.2830188679245283,0.4,0.47704155490971806,0.0,0.6852138043444487,1,-1,-1,-1,1,-1,1
102,0,0.30944625407166126,0.20754716981132076,0.0,0.21913603033450277,0.0,0.6845569063624355,1,1,-1,1,-1,-1,1
103,0,0.5830618892508144,0.6037735849056604,0.6,0.0,0.3333333333333333,0.30557502879004594,1,1,1,-1,-1,-1,1
104,0,0.5342019543973942,0.20754716981132076,0.0,0.5230994406409921,0.3333333333333333,0.9161747092040579,1,-1,1,-1,-1,1,-1
105,0,0.7361563517915309,0.11320754716981132,0.6,0.5879958545087688,0.0,0.25546434130352297,-1,-1,-1,-1,1,-1,1
106,1,0.26058631921824105,0.3018867924528302,0.6,0.0,0.0,0.8516867718331186,1,-1,1,-1,-1,1,-1
107,0,0.9055374592833876,0.3584905660377358,0.6,0.0,0.3333333333333333,0.6418936128941742,1,1,-1,1,-1,1,-1
108,0,0.5309446254071661,0.3018867924528302,0.8,0.0,0.3333333333333333,0.4685745937613879,-1,-1,1,-1,-1,-1,1
109,1,0.06514657980456026,0.24528301886792453,0.0,0.0,0.0,0.8977314244175373,1,1,-1,1,-1,-1,1
110,0,0.6384364820846905,0.22641509433962265,0.4,0.4315265575587374,0.3333333333333333,0.8748752352874155,1,-1,-1,-1,1,1,-1
111,0,0.9250814332247557,0.6037735849056604,1.0,0.25774589350458554,0.3333333333333333,0.7022798514876193,-1,1,1,-1,-1,1,-1
112,0,0.8859934853420195,0.37735849056603776,0.6,0.0,0.3333333333333333,0.9766640552392234,1,-1,1,-1,-1,-1,1
113,0,0.46254071661237783,0.2830188679245283,0.6,0.0,0.3333333333333333,0.6494687141889965,1,1,1,-1,-1,-1,1
114,0,0.8599348534201955,0.7169811320754716,0.8,0.568159969206191,0.3333333333333333,0.6125344750795435,1,1,-1,-1,1,-1,1
115,0,0.9609120521172638,0.18867924528301888,0.8,0.31990145854266905,0.0,0.9743740342505032,1,-1,-1,-1,1,-1,1
116,0,0.6905537459283387,0.07547169811320754,0.8,0.0,0.0,0.05436492878053563,-1,-1,-1,1,-1,-1,1
117,0,0.7231270358306189,0.7547169811320755,0.6,0.0,0.3333333333333333,0.7571434860108156,-1,-1,-1,1,-1,-1,1
118,0,1.0,0.20754716981132076,0.4,0.0,0.3333333333333333,0.05574346115203498,1,1,1,-1,-1,1,-1
119,0,0.4788273615635179,0.33962264150943394,0.8,0.0,0.3333333333333333,0.7181522769795453,1,1,1,-1,-1,-1,1
120,0,0.511400651465798,0.2830188679245283,1.0,0.419762945084612,0.3333333333333333,0.6901148212003967,1,-1,-1,1,-1,-1,1
121,0,0.5570032573289903,0.22641509433962265,0.2,0.6862163050966086,0.0,0.7989051778768156,1,1,1,-1,-1,-1,1
122,0,0.762214983713355,0.6981132075471698,0.4,0.0,0.3333333333333333,0.7059128586750083,1,1,-1,1,-1,-1,1
123,1,0.755700325732899,0.22641509433962265,0.8,0.5017373459070491,0.3333333333333333,0.27176320316685804,1,-1,-1,-1,1,1,-1
124,0,0.3745928338762215,0.32075471698113206,0.8,0.0,0.0,0.7642948580930868,-1,-1,-1,1,-1,1,-1
125,0,0.3713355048859935,0.16981132075471697,0.6,0.4137336010398462,0.0,0.6285547349856263,1,1,1,-1,-1,-1,1
126,1,0.48534201954397393,0.5660377358490566,0.8,0.0,1.0,0.06801866103452077,1,1,1,-1,-1,-1,1
127,1,0.6384364820846905,0.22641509433962265,0.6,0.0,0.0,0.24550670480857334,1,1,1,-1,-1,1,-1
128,0,0.3745928338762215,0.16981132075471697,0.2,0.0,0.3333333333333333,0.006820039378568158,1,-1,1,-1,-1,-1,1
129,0,0.6644951140065146,0.22641509433962265,0.2,0.5275898872408304,0.3333333333333333,0.9306488282945655,-1,-1,-1,-1,1,1,-1
130,0,0.5798045602605864,0.2830188679245283,0.4,0.0,0.0,0.5299789594905457,1,1,-1,1,-1,-1,1
131,0,0.3811074918566775,0.2830188679245283,0.2,0.3289427784069358,0.0,0.5704592235962559,1,-1,-1,-1,1,-1,1
132,0,0.6286644951140065,0.3584905660377358,0.6,0.0,0.3333333333333333,0.3327167680948853,1,1,1,-1,-1,1,-1
133,0,0.8469055374592834,0.33962264150943394,0.2,0.4410018867869168,0.0,0.5440154604665354,-1,-1,-1,1,-1,1,-1
134,1,0.6644951140065146,0.32075471698113206,0.4,0.5910126676334405,0.0,0.22342664635277446,1,1,1,-1,-1,1,-1
135,0,0.8175895765472313,0.16981132075471697,0.4,0.3941835925428421,0.0,0.23912910934944395,1,1,-1,-1,1,-1,1
136,0,0.7947882736156352,0.20754716981132076,0.8,0.0,0.3333333333333333,0.2678878464104016,1,-1,1,-1,-1,1,-1
137,0,0.3127035830618892,0.16981132075471697,0.0,0.42623708330481835,0.0,0.21996866287068068,-1,1,1,-1,-1,1,-1
138,1,0.8566775244299675,0.1509433962264151,0.4,0.18488846482728002,0.6666666666666666,0.6396995194910731,1,-1,1,-1,-1,1,-1
139,0,0.30293159609120524,0.18867924528301888,0.2,0.6908814497831818,0.0,0.6138204932396361,-1,1,-1,-1,1,1,-1
140,1,0.8241042345276873,0.22641509433962265,0.4,0.4756898849649181,0.6666666666666666,0.2355355325193338,1,1,-1,1,-1,1,-1
141,1,0.33876221498371334,0.2830188679245283,0.2,0.29292039770261313,0.0,0.5481250453154853,-1,1,1,-1,-1,1,-1
142,0,0.498371335504886,0.22641509433962265,0.6,0.546447605997846,0.0,0.3843328713115551,-1,-1,-1,1,-1,-1,1
143,0,0.9022801302931596,0.2641509433962264,0.6,0.0,0.3333333333333333,0.2887929979218436,-1,1,-1,1,-1,-1,1
144,0,0.4755700325732899,0.3584905660377358,0.6,0.0,0.0,0.7934418958963241,-1,-1,-1,1,-1,-1,1
145,0,1.0,0.24528301886792453,0.0,0.0,0.3333333333333333,0.7062224164052886,1,-1,-1,1,-1,-1,1
146,1,0.5472312703583062,0.3584905660377358,0.4,0.27357545922480836,0.0,0.8400338653802876,1,-1,1,-1,-1,1,-1
147,0,0.5928338762214984,0.32075471698113206,0.8,0.0,0.3333333333333333,0.25678072672384816,1,1,1,-1,-1,1,-1
148,0,0.3973941368078176,0.09433962264150944,0.6,0.0,0.3333333333333333,0.9543221085895564,-1,-1,1,-1,-1,1,-1
149,0,0.498371335504886,0.3018867924528302,1.0,0.5478570064043542,0.3333333333333333,0.07051442609644645,1,1,-1,-1,1,-1,1
150,1,0.5342019543973942,0.5471698113207547,0.4,0.4743948352806394,0.3333333333333333,0.17595508564509008,1,-1,-1,-1,1,1,-1
151,0,0.6970684039087948,0.4716981132075472,0.4,0.0,0.3333333333333333,0.5565351285641513,-1,1,1,-1,-1,-1,1
152,0,0.5765472312703583,0.20754716981132076,0.6,0.5555769489562008,0.3333333333333333,0.1697087285392924,-1,-1,-1,1,-1,-1,1
153,0,0.3941368078175896,0.09433962264150944,0.4,0.39116106981206755,0.3333333333333333,0.2615161360792243,1,1,-1,-1,1,-1,1
154,0,0.6710097719869706,0.33962264150943394,0.8,0.0,0.3333333333333333,0.5390499426082324,1,-1,-1,1,-1,-1,1
155,0,0.5798045602605864,0.37735849056603776,0.6,0.43036758681991355,0.3333333333333333,0.7793968026335242,1,-1,-1,-1,1,1,-1
156,0,0.752442996742671,0.16981132075471697,0.4,0.3297333209519468,0.3333333333333333,0.301033357846853,1,-1,-1,-1,1,1,-1
157,0,0.28664495114006516,0.2641509433962264,0.6,0.697245836686075,0.0,0.20038283934353993,1,-1,-1,-1,1,1,-1
158,0,0.26384364820846906,0.2830188679245283,0.6,0.0,0.0,0.12334157094309889,1,1,1,-1,-1,1,-1
159,0,0.5374592833876222,0.07547169811320754,0.6,0.5290000806481863,0.0,0.7195774195644253,1,1,-1,-1,1,-1,1
160,0,0.42996742671009774,0.20754716981132076,0.8,0.5196065891074831,0.3333333333333333,0.5282047111155473,1,-1,-1,-1,1,-1,1
161,0,0.7850162866449512,0.22641509433962265,0.6,0.5454684878512666,0.0,0.4225302942846464,-1,-1,-1,-1,1,-1,1
162,0,0.6319218241042345,0.6415094339622641,0.6,0.0,0.3333333333333333,0.4989538596552351,1,1,1,-1,-1,1,-1
163,0,0.6872964169381107,0.2830188679245283,0.6,0.3094977632221591,0.0,0.1269922335143443,1,1,1,-1,-1,-1,1
164,0,0.5537459283387622,0.3018867924528302,0.6,0.40207862968184727,0.0,0.6733326726296354,-1,1,-1,1,-1,-1,1
165,0,0.5407166123778502,0.2641509433962264,0.0,0.0,0.3333333333333333,0.19003701980886997,1,1,-1,1,-1,-1,1
166,1,0.4723127035830619,0.37735849056603776,0.0,0.0,0.6666666666666666,0.6577740421601151,-1,1,1,-1,-1,1,-1
167,0,0.3811074918566775,0.18867924528301888,0.4,0.0,0.0,0.5747540722731379,1,1,1,-1,-1,1,-1
168,0,0.46254071661237783,0.33962264150943394,0.8,0.3109732998993603,0.0,0.15327133076396504,-1,1,-1,1,-1,-1,1
169,1,0.7263843648208469,0.3584905660377358,0.4,0.522276385061228,0.0,0.37000270245075567,1,-1,-1,-1,1,-1,1
170,0,0.7817589576547231,0.18867924528301888,0.6,0.0,0.0,0.32416920825725837,1,1,1,-1,-1,-1,1
171,0,0.6384364820846905,0.20754716981132076,0.8,0.0,0.3333333333333333,0.5360984332376961,-1,1,1,-1,-1,1,-1
172,0,0.8469055374592834,0.3018867924528302,1.0,0.0,0.3333333333333333,0.3464909100667704,-1,1,1,-1,-1,1,-1
173,0,0.7296416938110749,0.03773584905660377,0.6,0.3047737778726912,0.0,0.8675835617547663,1,1,1,-1,-1,-1,1
174,0,0.749185667752443,0.2830188679245283,0.4,0.6403095653268944,0.3333333333333333,0.28818741825557276,1,-1,1,-1,-1,-1,1
175,0,0.5798045602605864,0.11320754716981132,0.6,0.36031666744248586,0.0,0.016436926965091345,1,1,-1,-1,1,-1,1
176,1,0.498371335504886,0.4339622641509434,0.4,0.4829038136758865,0.0,0.020111012345585984,-1,-1,1,-1,-1,-1,1
177,1,0.7231270358306189,0.24528301886792453,0.2,0.40155548702266003,0.6666666666666666,0.3537677530769803,-1,-1,1,-1,-1,-1,1
178,0,0.38762214983713356,0.16981132075471697,0.4,0.29182716673405856,0.0,0.6339861195726174,-1,1,1,-1,-1,-1,1
179,0,0.46254071661237783,0.18867924528301888,0.4,0.0,0.3333333333333333,0.29831466413810187,1,-1,1,-1,-1,1,-1
180,0,0.6579804560260586,0.5660377358490566,0.6,0.0,0.3333333333333333,0.38663784052527356,1,1,1,-1,-1,-1,1
181,0,0.46905537459283386,0.22641509433962265,0.8,0.0,0.3333333333333333,0.9619399359133108,1,-1,1,-1,-1,-1,1
182,0,0.8273615635179153,0.07547169811320754,0.6,0.0,0.3333333333333333,0.9305609044829611,1,-1,1,-1,-1,1,-1
183,0,0.5146579804560261,0.1320754716981132,0.8,0.0,0.3333333333333333,0.6253119117814614,1,1,1,-1,-1,1,-1
184,0,0.8697068403908795,0.16981132075471697,0.2,0.48502374284187877,0.3333333333333333,0.4088747964922754,-1,-1,-1,1,-1,1,-1
185,0,0.7231270358306189,0.07547169811320754,0.2,0.0,0.0,0.6061625293432481,-1,1,1,-1,-1,-1,1
186,0,0.48534201954397393,0.20754716981132076,0.2,0.624041628738097,0.0,0.18566083866368996,1,1,-1,-1,1,-1,1
187,0,0.7882736156351792,0.1509433962264151,0.6,0.49317650525636647,0.3333333333333333,0.707799866101569,1,-1,-1,-1,1,-1,1
188,0,0.6710097719869706,0.018867924528301886,0.4,0.4173803740378818,0.3333333333333333,0.19341731960199582,1,-1,1,-1,-1,-1,1
189,0,0.26384364820846906,0.22641509433962265,0.2,0.5305410398953175,0.0,0.3997700327401439,-1,1,1,-1,-1,1,-1
190,1,0.46254071661237783,0.33962264150943394,0.6,0.3717029701133047,0.6666666666666666,0.7051876932087507,1,-1,-1,-1,1,1,-1
191,1,0.3257328990228013,0.3018867924528302,0.6,0.48786038617396676,0.0,0.18715954534797122,-1,1,-1,-1,1,-1,1
192,1,0.8110749185667753,0.2641509433962264,0.6,0.4751285989649594,0.0,0.8488426071964289,1,-1,-1,1,-1,-1,1
193,0,0.5700325732899023,0.2641509433962264,0.8,0.584891176890179,0.0,0.05698545855504577,-1,1,-1,-1,1,1,-1
194,1,0.7296416938110749,0.2641509433962264,0.6,0.4726636351301596,0.0,0.028365728216316558,1,1,1,-1,-1,1,-1
195,0,0.2931596091205212,0.16981132075471697,0.6,0.0,0.3333333333333333,0.4685524656802879,1,-1,1,-1,-1,-1,1
196,0,0.7361563517915309,0.22641509433962265,0.8,0.0,0.0,0.8258329339293166,1,1,-1,1,-1,1,-1
197,0,0.5504885993485342,0.22641509433962265,0.4,0.3511776498737899,0.0,0.1640852533759449,1,1,-1,-1,1,-1,1
198,0,0.9543973941368078,0.16981132075471697,0.8,0.0,0.0,0.8213073882367121,-1,1,1,-1,-1,-1,1
199,0,0.8175895765472313,0.3018867924528302,0.4,0.0,0.3333333333333333,0.6230795650466715,1,-1,1,-1,-1,-1,1
200,0,0.4592833876221498,0.32075471698113206,0.4,0.5482719044478388,0.3333333333333333,0.42710456883669384,1,1,-1,-1,1,1,-1
201,0,0.34527687296416937,0.09433962264150944,0.2,0.4441330506338178,0.0,0.8434405305466393,1,1,-1,-1,1,-1,1
202,1,0.4788273615635179,0.2641509433962264,0.0,0.25645948752954617,0.0,0.30876829921685434,-1,1,-1,1,-1,1,-1
203,1,0.6351791530944625,0.32075471698113206,0.8,0.747454050953635,0.0,0.16445990062137547,1,1,1,-1,-1,-1,1
204,0,0.4169381107491857,0.1509433962264151,0.2,0.0,0.3333333333333333,0.7782151866433021,-1,-1,1,-1,-1,-1,1
205,0,0.5342019543973942,0.3584905660377358,0.8,0.19592449902369702,0.3333333333333333,0.26643845709835895,1,-1,-1,-1,1,-1,1
206,0,0.33876221498371334,0.2830188679245283,0.2,0.38940116303090316,0.0,0.15350191007712818,1,1,1,-1,-1,-1,1
207,0,0.7263843648208469,0.49056603773584906,0.6,0.5026473936797992,0.0,0.5638828285149045,1,-1,1,-1,-1,-1,1
208,0,0.1498371335504886,0.3018867924528302,0.8,0.6647185279176345,0.3333333333333333,0.8632589343304469,-1,1,-1,-1,1,-1,1
