,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,HasCrCard,IsActiveMember,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male
49,1,504,47,5,62397.41,1,112750.56,1,-1,1,-1,-1,-1,1
50,0,620,40,4,62397.41,2,72917.51,1,1,1,-1,-1,-1,1
51,0,650,51,5,123624.48,2,110261.64,-1,1,1,-1,-1,-1,1
52,0,685,52,4,62397.41,2,133533.73,1,1,1,-1,-1,1,-1
53,0,598,62,4,62397.41,1,87482.2,1,1,-1,1,-1,1,-1
54,0,658,39,4,62397.41,2,88688.38,1,1,1,-1,-1,1,-1
55,0,657,48,4,138647.66,1,134301.16,1,-1,-1,1,-1,1,-1
56,1,682,42,3,62397.41,3,96695.96,-1,-1,1,-1,-1,1,-1
57,0,634,44,7,146774.41,1,122044.92,-1,1,-1,1,-1,1,-1
58,1,747,52,3,106516.21,1,73103.31,-1,1,-1,-1,1,1,-1
59,0,622,30,7,125581.31,1,131894.97,-1,-1,1,-1,-1,1,-1
60,0,703,46,4,117775.98,2,94706.52,1,1,-1,-1,1,-1,1
61,1,654,42,5,100130.74,1,61192.84,1,1,-1,1,-1,-1,1
62,0,699,42,6,62397.41,2,57913.69,1,1,-1,1,-1,-1,1
63,0,669,45,2,117242.8,1,128836.55,-1,1,-1,1,-1,-1,1
64,1,692,44,5,146979.63,3,66205.98,1,-1,-1,-1,1,-1,1
65,0,664,43,6,134824.32,1,62480.29,1,1,-1,1,-1,1,-1
66,0,578,44,3,62397.41,2,112727.73,1,1,1,-1,-1,1,-1
67,0,655,49,3,62397.41,2,58855.02,1,1,-1,1,-1,1,-1
68,0,666,40,3,62397.41,2,102117.89,1,-1,-1,1,-1,-1,1
69,0,647,38,5,62397.41,2,95873.62,1,-1,1,-1,-1,1,-1
70,0,565,38,6,118050.33,1,63702.66,1,1,1,-1,-1,1,-1
71,0,666,37,6,120438.27,2,114757.14,1,1,-1,-1,1,-1,1
72,0,667,30,4,117247.45,2,81389.77,1,1,1,-1,-1,-1,1
73,1,682,44,5,99658.64,1,62523.09,1,1,1,-1,-1,-1,1
74,0,588,51,5,110892.29,2,66160.11,1,1,-1,-1,1,1,-1
75,0,633,36,6,62397.41,2,93941.36,-1,1,-1,1,-1,1,-1
76,0,595,62,5,137763.51,1,89918.69,1,1,1,-1,-1,1,-1
77,0,584,34,5,62397.41,2,105314.91,1,-1,-1,1,-1,1,-1
78,0,647,44,4,119591.24,1,64577.47,1,-1,-1,1,-1,1,-1
79,0,711,40,4,103003.44,1,106981.08,1,-1,-1,1,-1,-1,1
80,0,547,62,6,62397.41,2,63564.46,1,1,-1,1,-1,-1,1
81,0,753,55,5,128398.56,1,108147.67,1,1,1,-1,-1,-1,1
82,0,542,44,3,62397.41,2,71012.75,1,-1,1,-1,-1,1,-1
83,0,681,47,5,146918.83,1,141292.86,-1,1,1,-1,-1,1,-1
84,0,659,37,4,117083.83,2,110123.34,-1,1,-1,-1,1,-1,1
85,1,642,56,4,150643.21,2,99602.56,1,-1,-1,1,-1,1,-1
86,0,679,43,3,120970.09,1,119407.7,-1,-1,1,-1,-1,-1,1
87,1,645,39,3,139194.79,1,132165.56,1,-1,-1,-1,1,-1,1
88,0,612,45,4,62397.41,2,60164.89,1,-1,1,-1,-1,-1,1
89,0,650,48,3,62397.41,1,106136.99,1,1,1,-1,-1,1,-1
90,0,693,46,5,62397.41,2,104199.31,1,-1,1,-1,-1,1,-1
91,0,676,44,5,117582.84,1,121070.52,-1,1,1,-1,-1,1,-1
92,0,753,42,6,62397.41,1,100044.1,-1,-1,1,-1,-1,1,-1
93,0,687,67,5,62397.41,2,103343.55,-1,1,1,-1,-1,1,-1
94,0,536,46,4,62397.41,2,142275.11,-1,1,-1,1,-1,1,-1
95,0,674,40,3,122796.55,1,110724.47,1,-1,-1,1,-1,1,-1
96,1,713,54,3,62397.41,2,76683.36,1,-1,-1,1,-1,1,-1
97,0,525,42,5,121923.2,1,125517.45,-1,1,-1,1,-1,-1,1
98,1,611,54,4,121930.87,1,114264.45,1,1,-1,-1,1,1,-1
99,0,717,37,5,98218.19,2,111009.95,-1,1,1,-1,-1,-1,1
100,0,667,37,3,62397.41,2,66048.5,1,-1,1,-1,-1,1,-1
101,0,587,43,4,122553.91,1,115737.78,1,-1,-1,-1,1,-1,1
102,0,541,39,2,90031.18,1,115681.97,1,1,-1,1,-1,-1,1
103,0,625,60,5,62397.41,2,83483.7,1,1,1,-1,-1,-1,1
104,0,610,39,2,128361.96,2,135360.2,1,-1,1,-1,-1,1,-1
105,0,672,34,5,136545.61,1,79226.3,-1,-1,-1,-1,1,-1,1
106,1,526,44,5,62397.41,1,129881.31,1,-1,1,-1,-1,1,-1
107,0,724,47,5,62397.41,2,112057.3,1,1,-1,1,-1,1,-1
108,0,609,44,6,62397.41,2,97332.13,-1,-1,1,-1,-1,-1,1
109,1,466,41,2,62397.41,1,133793.26,1,1,-1,1,-1,-1,1
110,0,642,40,4,116814.32,2,131851.4,1,-1,-1,-1,1,1,-1
111,0,730,60,7,94900.01,2,117187.71,-1,1,1,-1,-1,1,-1
112,0,718,48,5,62397.41,2,140499.37,1,-1,1,-1,-1,-1,1
113,0,588,43,5,62397.41,2,112700.88,1,1,1,-1,-1,-1,1
114,0,710,66,6,134044.24,2,109562.95,1,1,-1,-1,1,-1,1
115,0,741,38,6,102738.03,1,140304.81,1,-1,-1,-1,1,-1,1
116,0,658,32,6,62397.41,1,62140.91,-1,-1,-1,1,-1,-1,1
117,0,668,68,5,62397.41,2,121848.92,-1,-1,-1,1,-1,-1,1
118,0,753,39,4,62397.41,2,62258.03,1,1,1,-1,-1,1,-1
119,0,593,46,6,62397.41,2,118536.23,1,1,1,-1,-1,-1,1
120,0,603,43,7,115330.89,2,116154.17,1,-1,-1,1,-1,-1,1
121,0,617,40,3,148931.53,1,125396.99,1,1,1,-1,-1,-1,1
122,0,680,65,4,62397.41,2,117496.37,1,1,-1,1,-1,-1,1
123,1,678,40,6,125668.13,2,80611.05,1,-1,-1,-1,1,1,-1
124,0,561,45,6,62397.41,1,122456.5,-1,-1,-1,1,-1,1,-1
125,0,560,37,5,114570.57,1,110924.03,1,1,1,-1,-1,-1,1
126,1,595,58,6,62397.41,4,63300.93,1,1,1,-1,-1,-1,1
127,1,642,40,5,62397.41,1,78380.3,1,1,1,-1,-1,1,-1
128,0,561,37,3,62397.41,2,58101.5,1,-1,1,-1,-1,-1,1
129,0,650,40,3,128928.22,2,136589.92,-1,-1,-1,-1,1,1,-1
130,0,624,43,4,62397.41,1,102549.04,1,1,-1,1,-1,-1,1
131,0,563,43,3,103878.17,1,105988.24,1,-1,-1,-1,1,-1,1
132,0,639,47,5,62397.41,2,85789.66,1,1,1,-1,-1,1,-1
133,0,706,46,3,118009.19,1,103741.58,-1,-1,-1,1,-1,1,-1
134,1,650,45,4,136926.04,1,76504.38,1,1,1,-1,-1,1,-1
135,0,697,37,4,112105.25,1,77838.46,1,1,-1,-1,1,-1,1
136,0,690,39,6,62397.41,2,80281.8,1,-1,1,-1,-1,1,-1
137,0,542,37,2,116147.3,1,76210.59,-1,1,1,-1,-1,1,-1
138,1,709,36,4,85712.45,3,111870.89,1,-1,1,-1,-1,1,-1
139,0,539,38,3,149519.82,1,109672.21,-1,1,-1,-1,1,1,-1
140,1,699,40,4,122383.46,3,77533.15,1,1,-1,1,-1,1,-1
141,1,550,43,3,99335.63,1,104090.73,-1,1,1,-1,-1,1,-1
142,0,599,40,5,131306.24,1,90174.96,-1,-1,-1,1,-1,-1,1
143,0,723,42,5,62397.41,2,82057.9,-1,1,-1,1,-1,-1,1
144,0,592,47,5,62397.41,1,124932.83,-1,-1,-1,1,-1,-1,1
145,0,753,41,2,62397.41,2,117522.67,1,-1,-1,1,-1,-1,1
146,1,614,47,4,96896.17,1,128891.28,1,-1,1,-1,-1,1,-1
147,0,628,45,6,62397.41,2,79338.14,1,1,1,-1,-1,1,-1
148,0,568,33,5,62397.41,2,138601.2,-1,-1,1,-1,-1,1,-1
149,0,599,44,7,131483.97,2,63512.97,1,1,-1,-1,1,-1,1
150,1,610,57,4,122220.15,2,72471.2,1,-1,-1,-1,1,1,-1
151,0,660,53,4,62397.41,2,104805.25,-1,1,1,-1,-1,-1,1
152,0,623,39,5,132457.48,2,71940.51,-1,-1,-1,1,-1,-1,1
153,0,567,33,4,111724.1,2,79740.46,1,1,-1,-1,1,-1,1
154,0,652,46,6,62397.41,2,103319.71,1,-1,-1,1,-1,-1,1
155,0,624,48,5,116668.17,2,123739.56,1,-1,-1,-1,1,1,-1
156,0,677,37,4,103977.86,2,83097.84,1,-1,-1,-1,1,1,-1
157,0,534,42,5,150322.39,1,74546.58,1,-1,-1,-1,1,1,-1
158,0,527,43,5,62397.41,1,68001.16,1,1,1,-1,-1,1,-1
159,0,611,32,5,129106.05,1,118657.31,1,1,-1,-1,1,-1,1
160,0,578,39,6,127921.5,2,102398.3,1,-1,-1,-1,1,-1,1
161,0,687,40,5,131182.77,1,93420.21,-1,-1,-1,-1,1,-1,1
162,0,640,62,5,62397.41,2,99913.15,1,1,1,-1,-1,1,-1
163,0,657,43,5,101426.09,1,68311.32,1,1,1,-1,-1,-1,1
164,0,616,44,5,113100.84,1,114728.36,-1,1,-1,1,-1,-1,1
165,0,612,42,2,62397.41,2,73667.6,1,1,-1,1,-1,-1,1
166,1,591,48,2,62397.41,3,113406.5,-1,1,1,-1,-1,1,-1
167,0,563,38,4,62397.41,1,106353.13,1,1,1,-1,-1,1,-1
168,0,588,46,6,101612.16,1,70543.99,-1,1,-1,1,-1,-1,1
169,1,669,47,4,128258.17,1,88957.47,1,-1,-1,-1,1,-1,1
170,0,686,38,5,62397.41,1,85063.46,1,1,1,-1,-1,-1,1
171,0,642,39,6,62397.41,2,103068.95,-1,1,1,-1,-1,1,-1
172,0,706,44,7,62397.41,2,86959.91,-1,1,1,-1,-1,1,-1
173,0,670,30,5,100830.38,1,131231.9,1,1,1,-1,-1,-1,1
174,0,676,43,4,143142.54,2,82006.45,1,-1,1,-1,-1,-1,1
175,0,624,34,5,107834.52,1,58918.55,1,1,-1,-1,1,-1,1
176,1,599,51,4,123293.16,1,59230.7,-1,-1,1,-1,-1,-1,1
177,1,668,41,3,113034.87,3,87578.15,-1,-1,1,-1,-1,-1,1
178,0,565,37,4,99197.77,1,111385.48,-1,1,1,-1,-1,-1,1
179,0,588,38,4,62397.41,2,82866.86,1,-1,1,-1,-1,1,-1
180,0,648,58,5,62397.41,2,90370.79,1,1,1,-1,-1,-1,1
181,0,590,40,6,62397.41,2,139248.41,1,-1,1,-1,-1,-1,1
182,0,700,32,5,62397.41,2,136582.45,1,-1,1,-1,-1,1,-1
183,0,604,35,6,62397.41,2,110648.52,1,1,1,-1,-1,1,-1
184,0,713,37,3,123560.49,2,92260.04,-1,-1,-1,1,-1,1,-1
185,0,668,32,3,62397.41,1,109021.59,-1,1,1,-1,-1,-1,1
186,0,595,39,3,141091.1,1,73295.8,1,1,-1,-1,1,-1,1
187,0,688,36,5,124588.58,2,117656.69,1,-1,-1,-1,1,-1,1
188,0,652,29,4,115030.44,2,73954.79,1,-1,1,-1,-1,-1,1
189,0,527,40,3,129300.37,1,91486.5,-1,1,1,-1,-1,1,-1
190,1,588,46,5,109270.37,3,117434.76,1,-1,-1,-1,1,1,-1
191,1,546,44,5,123918.2,1,73423.13,-1,1,-1,-1,1,-1,1
192,1,695,42,5,122312.68,1,129639.67,1,-1,-1,1,-1,-1,1
193,0,621,42,6,136154.1,1,62363.55,-1,1,-1,-1,1,1,-1
194,1,670,42,5,122001.84,1,59932.02,1,1,1,-1,-1,1,-1
195,0,536,37,5,62397.41,2,97330.25,1,-1,1,-1,-1,-1,1
196,0,672,40,6,62397.41,1,127684.77,1,1,-1,1,-1,1,-1
197,0,615,40,4,106682.06,1,71462.74,1,1,-1,-1,1,-1,1
198,0,739,37,6,62397.41,1,127300.28,-1,1,1,-1,-1,-1,1
199,0,697,44,4,62397.41,2,110458.86,1,-1,1,-1,-1,-1,1
200,0,587,45,4,131536.29,2,93808.84,1,1,-1,-1,1,1,-1
201,0,552,33,3,118404.04,1,129180.71,1,1,-1,-1,1,-1,1
202,1,593,42,2,94737.79,1,83755.0,-1,1,-1,1,-1,1,-1
203,1,641,45,6,156653.81,1,71494.57,1,1,1,-1,-1,-1,1
204,0,574,36,3,62397.41,2,123639.17,-1,-1,1,-1,-1,-1,1
205,0,610,47,6,87104.13,2,80158.66,1,-1,-1,-1,1,-1,1
206,0,550,43,3,111502.17,1,70563.58,1,1,1,-1,-1,-1,1
207,0,669,54,5,125782.89,1,105429.51,1,-1,1,-1,-1,-1,1
208,0,492,44,6,146220.59,2,130864.48,-1,1,-1,-1,1,-1,1
209,0,522,40,5,128492.68,1,138050.03,1,-1,-1,-1,1,1,-1
210,0,699,36,5,133460.62,1,80510.73,1,-1,1,-1,-1,-1,1
211,0,607,38,6,115935.53,2,132753.01,1,-1,-1,-1,1,-1,1
212,0,552,37,4,62397.41,2,119327.51,1,-1,-1,1,-1,-1,1
213,0,565,31,4,62397.41,2,87259.22,1,-1,-1,1,-1,-1,1
214,1,713,49,6,123731.39,1,71886.73,1,1,1,-1,-1,1,-1
215,0,628,43,2,140020.05,1,130385.34,1,-1,-1,-1,1,-1,1
216,0,645,41,3,62397.41,2,135172.48,1,1,-1,1,-1,-1,1
217,1,656,35,6,122180.11,1,64341.89,-1,-1,-1,1,-1,-1,1
218,0,676,33,6,62397.41,2,129148.49,1,1,1,-1,-1,1,-1
219,0,641,39,4,126267.11,2,86836.08,1,-1,-1,-1,1,1,-1
220,0,542,48,6,114058.0,1,87393.48,1,1,-1,-1,1,1,-1
221,0,714,38,6,62397.41,2,114068.65,1,-1,1,-1,-1,-1,1
222,0,631,47,4,62397.41,2,139515.21,-1,-1,-1,1,-1,-1,1
223,0,647,46,4,129352.21,2,98274.97,1,1,-1,1,-1,1,-1
224,0,600,35,5,62397.41,2,79690.93,-1,1,1,-1,-1,1,-1
225,0,571,37,5,62397.41,2,110450.8,-1,-1,1,-1,-1,-1,1
226,0,590,44,5,62397.41,2,119610.51,-1,-1,1,-1,-1,-1,1
227,0,684,37,6,103950.06,1,75348.0,1,-1,1,-1,-1,-1,1
228,0,683,36,6,62397.41,2,132353.89,-1,-1,1,-1,-1,1,-1
229,0,707,41,3,117658.63,2,87970.77,-1,1,-1,-1,1,-1,1
230,0,674,39,5,62397.41,2,107489.78,-1,1,-1,1,-1,-1,1
231,0,609,47,6,125778.72,2,104554.61,-1,1,-1,-1,1,1,-1
232,0,679,36,3,62397.41,2,63538.88,1,-1,-1,1,-1,-1,1
233,0,673,39,6,62397.41,2,118250.8,1,1,1,-1,-1,-1,1
234,1,651,49,4,99243.25,1,66535.8,-1,-1,1,-1,-1,1,-1
235,0,644,49,3,62397.41,2,103723.68,-1,-1,1,-1,-1,-1,1
236,0,607,36,5,155736.3,2,90332.74,1,1,1,-1,-1,1,-1
237,0,720,32,5,62397.41,2,134947.5,1,-1,1,-1,-1,-1,1
238,0,720,32,6,62397.41,2,83580.83,1,-1,1,-1,-1,-1,1
239,0,726,39,5,62397.41,2,100345.28,-1,-1,1,-1,-1,-1,1
240,0,740,41,4,103508.56,2,95798.2,1,-1,-1,-1,1,-1,1
241,0,560,37,5,118616.6,2,72929.88,1,1,1,-1,-1,1,-1
242,0,641,39,5,102727.83,2,81639.99,-1,-1,-1,-1,1,-1,1
243,0,668,36,4,106313.13,2,128123.26,-1,-1,1,-1,-1,1,-1
244,0,514,35,6,62397.41,1,101424.27,1,1,1,-1,-1,1,-1
245,0,709,42,5,62397.41,2,116375.73,1,1,-1,1,-1,1,-1
246,0,546,43,4,62397.41,1,114818.82,1,-1,-1,1,-1,-1,1
247,0,622,44,6,62397.41,2,119321.78,1,-1,1,-1,-1,1,-1
248,0,641,38,3,62397.41,2,74787.89,1,1,1,-1,-1,1,-1
249,1,570,50,4,62397.41,1,138362.86,1,1,1,-1,-1,-1,1
250,0,577,38,7,132699.74,2,64050.44,1,-1,-1,-1,1,1,-1
251,0,627,42,5,113377.04,2,59386.59,-1,1,1,-1,-1,1,-1
252,0,538,39,5,62397.41,1,117108.82,1,1,1,-1,-1,1,-1
253,0,659,52,3,136738.24,1,80280.57,1,1,-1,-1,1,-1,1
254,0,565,41,4,62397.41,2,117509.04,1,1,1,-1,-1,-1,1
255,1,551,39,5,97947.38,1,66117.6,1,1,-1,1,-1,1,-1
256,0,648,40,3,117807.44,1,133262.37,1,1,-1,-1,1,-1,1
257,0,738,36,4,137222.61,2,87762.72,-1,1,1,-1,-1,-1,1
258,0,638,34,6,62397.41,2,121604.41,1,-1,1,-1,-1,1,-1
259,0,620,70,5,62397.41,2,126162.76,1,1,1,-1,-1,-1,1
260,0,690,42,3,62397.41,2,134222.79,-1,1,-1,1,-1,-1,1
261,0,696,39,2,127305.42,2,68820.57,1,1,-1,-1,1,-1,1
262,0,714,45,3,99833.61,2,76326.49,-1,1,-1,-1,1,1,-1
263,0,590,43,3,119035.09,1,111790.32,1,1,1,-1,-1,1,-1
264,0,660,52,6,111040.46,1,122676.46,1,1,-1,-1,1,-1,1
265,1,659,60,5,136968.3,1,108014.54,-1,-1,1,-1,-1,-1,1
266,0,723,44,5,62397.41,2,77621.46,1,-1,-1,1,-1,-1,1
267,0,639,32,5,62397.41,1,72646.28,-1,1,1,-1,-1,-1,1
268,0,723,44,5,62397.41,2,114711.81,1,1,-1,1,-1,-1,1
269,0,589,42,6,62397.41,1,77845.14,1,-1,1,-1,-1,-1,1
270,0,664,39,5,121562.28,1,58578.69,1,-1,1,-1,-1,-1,1
271,0,727,49,6,132358.37,1,88967.37,-1,1,-1,1,-1,-1,1
272,0,583,35,6,62397.41,2,90510.25,-1,-1,-1,1,-1,-1,1
273,0,646,44,5,119297.04,2,72207.0,1,-1,1,-1,-1,-1,1
274,0,687,48,6,62397.41,1,105709.35,1,-1,1,-1,-1,1,-1
275,0,592,49,5,98096.0,1,82141.91,1,-1,1,-1,-1,-1,1
276,1,644,51,3,62397.41,1,62660.62,1,-1,1,-1,-1,1,-1
277,0,633,39,4,117575.52,2,114460.31,1,-1,-1,1,-1,1,-1
278,1,586,37,5,113707.95,4,137330.26,-1,-1,-1,-1,1,1,-1
279,0,584,56,6,131725.56,1,93405.58,1,1,1,-1,-1,1,-1
280,0,753,43,7,62397.41,2,118282.08,1,1,-1,1,-1,1,-1
281,0,661,45,5,105706.0,1,122663.15,1,-1,1,-1,-1,1,-1
282,0,560,34,5,62397.41,2,78663.82,-1,1,1,-1,-1,1,-1
283,0,623,43,2,123967.48,2,97880.28,1,1,-1,-1,1,1,-1
284,0,576,38,5,143633.19,1,96382.59,1,-1,-1,1,-1,-1,1
285,0,596,28,3,129090.78,1,128758.41,1,-1,-1,-1,1,-1,1
286,0,638,39,7,62397.41,1,105984.5,1,1,1,-1,-1,-1,1
287,0,653,39,6,108147.55,2,127098.75,-1,1,-1,-1,1,1,-1
288,0,551,44,6,130000.53,1,65199.14,1,-1,-1,-1,1,1,-1
289,1,658,52,5,132652.42,1,69177.06,1,-1,1,-1,-1,-1,1
290,0,529,33,4,129981.67,1,105637.14,1,1,1,-1,-1,1,-1
291,1,704,44,7,116834.33,4,115937.1,1,1,1,-1,-1,1,-1
292,0,600,56,6,131986.45,2,101508.61,1,1,-1,-1,1,-1,1
293,1,555,40,6,62397.41,1,99164.88,1,-1,-1,1,-1,1,-1
294,0,672,34,3,62397.41,2,68660.39,-1,-1,1,-1,-1,-1,1
295,0,644,41,5,99132.02,2,140846.26,-1,-1,-1,-1,1,-1,1
296,0,576,41,5,62397.41,2,71471.16,1,-1,1,-1,-1,-1,1
297,0,647,47,4,137170.64,2,138686.16,1,1,-1,-1,1,1,-1
298,0,663,47,4,62397.41,2,122468.77,-1,1,1,-1,-1,-1,1
299,0,653,42,2,134999.36,1,115837.86,-1,1,1,-1,-1,-1,1
300,0,753,29,5,62397.41,2,70809.88,1,-1,1,-1,-1,-1,1
301,0,722,37,6,62397.41,2,115647.16,1,-1,1,-1,-1,1,-1
302,1,694,55,4,143623.22,1,60950.22,1,-1,-1,-1,1,1,-1
303,0,514,33,5,62397.41,2,64019.88,1,1,-1,1,-1,1,-1
304,1,655,46,3,146093.02,1,108346.98,-1,-1,-1,-1,1,-1,1
305,0,628,44,6,62397.41,2,96754.2,-1,1,1,-1,-1,1,-1
306,1,660,31,6,112325.94,1,86532.72,1,-1,1,-1,-1,-1,1
307,0,674,39,4,98854.27,1,101671.42,1,1,-1,1,-1,1,-1
308,0,631,37,3,150940.05,2,122182.42,1,1,1,-1,-1,-1,1
309,1,603,55,3,99655.29,2,83942.12,1,1,-1,-1,1,1,-1
310,0,600,42,6,151689.33,1,90290.31,1,1,-1,1,-1,-1,1
311,0,595,46,6,62397.41,2,89956.85,1,1,1,-1,-1,-1,1
312,0,650,41,5,62397.41,2,102034.7,1,-1,-1,1,-1,1,-1
313,0,701,46,6,141789.54,2,115551.51,-1,-1,1,-1,-1,-1,1
314,0,618,37,2,62397.41,2,72163.58,1,1,1,-1,-1,-1,1
315,0,575,37,5,125395.09,1,91312.08,1,-1,-1,1,-1,1,-1
316,0,678,38,6,126616.63,2,122366.23,1,1,-1,-1,1,1,-1
317,1,670,42,6,115417.13,1,118310.29,-1,-1,-1,-1,1,1,-1
318,1,585,66,5,132899.91,1,139568.76,1,1,-1,-1,1,1,-1
319,0,611,42,7,104944.04,1,136008.18,1,1,-1,-1,1,-1,1
320,1,647,55,2,122691.94,1,124780.34,-1,-1,1,-1,-1,1,-1
321,0,660,46,3,130997.24,2,92700.68,1,-1,-1,1,-1,-1,1
322,1,661,44,4,137070.35,1,138163.27,1,-1,-1,-1,1,1,-1
323,0,668,39,3,154318.34,1,58817.59,1,-1,1,-1,-1,-1,1
324,1,670,39,6,113802.86,1,133076.06,-1,-1,-1,-1,1,1,-1
325,1,597,44,5,93754.6,3,120658.35,1,-1,-1,-1,1,-1,1
326,1,609,41,5,62397.41,1,63004.52,1,1,-1,1,-1,1,-1
327,0,658,47,4,62397.41,2,70599.51,1,1,1,-1,-1,-1,1
328,0,578,44,3,107629.43,2,108958.61,-1,1,-1,-1,1,1,-1
329,0,561,42,5,62397.41,1,65080.34,1,1,1,-1,-1,-1,1
330,0,695,39,3,136884.21,1,140184.45,-1,-1,-1,-1,1,1,-1
331,1,569,54,5,114162.99,1,132577.98,1,-1,-1,-1,1,-1,1
332,0,619,40,6,118886.7,2,67913.94,1,-1,1,-1,-1,-1,1
333,1,634,49,6,62397.41,2,93730.79,1,1,1,-1,-1,1,-1
334,0,557,31,5,62397.41,2,101772.95,1,-1,-1,1,-1,1,-1
335,0,658,43,4,95328.86,1,58045.64,1,1,-1,1,-1,-1,1
336,1,608,44,5,62397.41,1,66158.31,1,1,1,-1,-1,-1,1
337,1,634,45,5,83242.21,1,105515.42,1,-1,-1,1,-1,-1,1
338,0,686,42,6,115302.76,2,121032.26,1,1,1,-1,-1,-1,1
339,0,690,29,5,62397.41,2,62102.21,-1,-1,1,-1,-1,1,-1
340,0,679,37,6,62397.41,2,122037.35,1,-1,1,-1,-1,-1,1
341,0,663,67,5,131637.4,1,125354.55,1,1,-1,1,-1,-1,1
342,0,603,44,5,122459.95,2,77389.03,1,-1,1,-1,-1,-1,1
343,1,446,44,2,118236.53,1,130726.12,1,1,1,-1,-1,1,-1
344,0,611,45,6,139584.01,2,90093.73,1,1,-1,-1,1,-1,1
345,0,679,42,5,122140.54,1,126900.98,1,1,-1,1,-1,-1,1
346,0,611,39,3,62397.41,1,116960.52,1,-1,-1,1,-1,-1,1
